ensembl_id,TH-A-Control,TH-A-Mutant,TH-B-Control,TH-B-Mutant,TH-C-Control,TH-C-Mutant,external_gene_id,gene_biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000934,51.80193473,61.07812677,52.67175009,39.54861316,41.5655686,37.80882522,Top1mt,protein_coding,47.41246976,-0.072348919,0.320608498,-0.225661265,0.821464887,0.999933842
ENSMUSG00000000938,169.0893341,177.9991123,164.3721856,86.78723444,83.13113721,126.7106575,Hoxa10,protein_coding,134.6816102,-0.088701711,0.268277655,-0.330633988,0.74092097,0.999933842
ENSMUSG00000000942,194.501604,124.7738875,142.5769787,171.3773237,184.2365743,190.0659863,Hoxa4,protein_coding,167.9220591,-0.102627854,0.195230777,-0.525674564,0.599114339,0.999933842
ENSMUSG00000000948,864.9945706,880.3975702,798.249454,827.2251586,840.298522,917.6304068,Snrpn,protein_coding,854.7992804,0.069414914,0.087314979,0.794994335,0.426616797,0.999933842
ENSMUSG00000000957,47.89235475,46.24486741,60.84495269,47.23862128,38.19538736,31.67766438,Mmp14,protein_coding,45.34897465,-0.236598414,0.328770213,-0.719646744,0.471742524,0.999933842
ENSMUSG00000000958,40.07319479,46.24486741,60.84495269,34.05575022,38.19538736,59.26788819,Slc7a7,protein_coding,46.44700678,0.001094283,0.334935383,0.003267147,0.997393198,0.999933842
ENSMUSG00000000959,697.8600264,613.3989017,702.8954236,637.1721009,596.5220791,635.5970078,Oxa1l,protein_coding,647.2409233,-0.08499051,0.099581728,-0.853474951,0.393395973,0.999933842
ENSMUSG00000000976,937.3218002,936.2404289,966.2541741,935.9838448,1021.164915,1004.488519,Heatr6,protein_coding,966.908947,-0.023334934,0.083191562,-0.280496407,0.779096682,0.999933842
ENSMUSG00000001016,1005.73945,1015.641994,1043.445532,1130.431193,1090.815327,1027.991302,Ilf2,protein_coding,1052.344133,0.015114963,0.082900014,0.182327633,0.855325614,0.999933842
ENSMUSG00000001017,904.0903704,910.0640889,934.4694973,927.1952641,893.0980281,882.887162,Chtop,protein_coding,908.6340685,-0.006714356,0.082154067,-0.081728836,0.934862347,0.999933842
ENSMUSG00000001018,582.527417,550.5756856,566.6753803,566.8634553,612.2495916,581.4384203,Snapin,protein_coding,576.7216584,-0.051690471,0.097828012,-0.528381085,0.597234863,0.999933842
ENSMUSG00000001034,493.5844725,503.4582735,505.8304276,521.8219792,503.2803982,521.148672,Mapk7,protein_coding,508.1873705,0.040814988,0.101231388,0.403185106,0.686812056,0.999933842
ENSMUSG00000001036,794.6221309,833.2801581,807.3307902,699.7907385,692.0105475,766.3951059,Epn2,protein_coding,765.5715785,0.003645577,0.099922288,0.036484124,0.970896338,0.999933842
ENSMUSG00000001039,101.6490795,98.5975475,86.27269412,80.19579891,86.50131844,83.79253158,B9d1,protein_coding,89.501495,-0.060370089,0.226929708,-0.266029907,0.790216176,0.999933842
ENSMUSG00000001052,1526.690982,1690.119022,1591.050106,1692.900358,1491.866895,1625.779485,Sec24b,protein_coding,1603.067808,0.119297832,0.069801137,1.709110162,0.087430546,0.999933842
ENSMUSG00000001053,9.77394995,9.59799135,1.816267245,6.591435527,5.61696873,5.109300706,N4bp3,protein_coding,6.417652251,0.322613777,0.858740199,0.375682631,0.707152852,0.999933842
ENSMUSG00000001054,224.8008488,267.8712131,275.1644875,215.3202272,238.1594742,283.0552591,Rmnd5b,protein_coding,250.728585,0.054589316,0.153086147,0.356592137,0.721397165,0.999933842
ENSMUSG00000001056,90.89773453,82.01919881,99.89469845,87.88580703,64.03344352,131.8199582,Nhp2,protein_coding,92.75847343,0.236143889,0.254786585,0.926830149,0.354014729,0.999933842
ENSMUSG00000001062,451.5564877,512.1837202,488.5758888,499.8505275,463.9616171,492.536588,Vps9d1,protein_coding,484.7774715,0.09957766,0.104354847,0.954221704,0.339971431,0.999933842
ENSMUSG00000001065,137.8126943,155.3129509,158.9233839,179.0673318,171.8792431,155.3227415,Zfp276,protein_coding,159.7197243,0.063338492,0.175574926,0.360749072,0.718287037,0.999933842
ENSMUSG00000001082,80.14638959,75.03884146,63.56935356,61.52006492,90.99489343,106.2734547,Mfsd10,protein_coding,79.59049961,0.054294059,0.265372495,0.204595655,0.837888051,0.999933842
ENSMUSG00000001089,1154.303489,1246.866331,1056.159403,1124.93833,1378.404126,1089.30291,Luzp1,protein_coding,1174.995765,-0.049737227,0.098939186,-0.502705039,0.615171666,0.999933842
ENSMUSG00000001098,227.7330338,229.4792477,243.3798108,243.8831145,260.6273491,256.4868954,Kctd10,protein_coding,243.5982419,-0.003601698,0.142180405,-0.025331884,0.979790242,0.999933842
ENSMUSG00000001100,441.7825377,478.1544781,468.5969491,483.3719387,471.8253733,447.5747418,Poldip2,protein_coding,465.2176698,0.028157907,0.106783537,0.263691467,0.792017671,0.999933842
ENSMUSG00000001105,445.6921177,419.6939854,477.6782853,411.9647204,367.3497549,468.0119447,Ift20,protein_coding,431.7318014,0.006958088,0.123695232,0.056251867,0.955141162,0.999933842
ENSMUSG00000001119,2.932184985,2.617634004,5.448801734,4.394290351,19.09769368,2.043720282,Col6a1,protein_coding,6.089054173,-1.594920552,0.964394862,-1.653804489,0.098167244,0.999933842
ENSMUSG00000001120,375.3196781,358.6158586,405.0275955,343.85322,377.4602987,553.8481965,Pcbp3,protein_coding,402.3541412,0.116790497,0.155887182,0.74919885,0.453737362,0.999933842
ENSMUSG00000001123,12.70613493,6.980357345,12.71387071,5.492862939,7.863756222,7.153020988,Lgals9,protein_coding,8.818333857,-0.764733366,0.701225592,-1.090566823,0.275463535,0.999933842
ENSMUSG00000001127,1458.273333,1498.159195,1502.961145,1551.184494,1445.807751,1507.243708,Araf,protein_coding,1493.938271,0.047451139,0.06992112,0.678638136,0.497367173,0.999933842
ENSMUSG00000001128,186.682444,150.0776829,158.0152503,155.9973075,147.1645807,172.6943639,Cfp,protein_coding,161.7719382,-0.041524655,0.175367836,-0.236786039,0.812822783,0.999933842
ENSMUSG00000001131,5.86436997,9.59799135,9.081336223,8.788580703,20.22108743,14.30604198,Timp1,protein_coding,11.30990127,-0.089788051,0.65868141,-0.136314841,0.891572392,0.999933842
ENSMUSG00000001134,24.43487487,32.28415272,41.77414662,35.15432281,26.9614499,31.67766438,Uxt,protein_coding,32.04776855,0.081703065,0.379615785,0.215225679,0.829591371,0.999933842
ENSMUSG00000001138,652.8998567,611.6538124,628.4284666,672.3264238,645.951404,628.4439868,Cnnm3,protein_coding,639.9506584,-0.012093517,0.094590861,-0.127850795,0.898267052,0.999933842
ENSMUSG00000001143,459.3756476,404.860726,450.4342766,432.8375996,432.5065922,442.4654411,Lman2l,protein_coding,437.0800472,-0.0702075,0.109511699,-0.641095887,0.521460386,0.999933842
ENSMUSG00000001150,825.8987708,833.2801581,878.1652127,852.4923282,878.4939094,833.8378752,Mcm3ap,protein_coding,850.3613757,-0.035694987,0.084334842,-0.42325314,0.672110579,0.999933842
ENSMUSG00000001151,337.2012733,378.684386,365.0697162,408.6690027,358.362605,352.5417487,Pcnt,protein_coding,366.7547886,0.103172434,0.120266168,0.857867472,0.390965648,0.999933842
ENSMUSG00000001157,537.5672472,489.4975588,559.4103113,541.5962858,594.2752916,540.5640147,Gmcl1,protein_coding,543.8184516,-0.106370044,0.103063452,-1.032083069,0.302033205,0.999933842
ENSMUSG00000001158,219.9138739,184.9794696,192.5243279,208.7287917,169.6324556,203.3501681,Snrnp27,protein_coding,196.5215145,0.032568602,0.162024571,0.201010266,0.840690547,0.999933842
ENSMUSG00000001166,12.70613493,10.47053602,11.80573709,18.67573399,17.97429994,22.48092311,Oas1c,protein_coding,15.68556085,0.279875639,0.543430851,0.515016103,0.606541768,0.999933842
ENSMUSG00000001173,1149.416514,1150.013873,1047.078066,1122.741185,1072.841027,1136.308477,Ocrl,protein_coding,1113.066524,0.060693072,0.078613787,0.772041067,0.440090105,0.999933842
ENSMUSG00000001175,3711.168796,3386.345857,3509.028316,3698.893903,3898.176299,3813.582047,Calm1,protein_coding,3669.532536,-0.028797041,0.06738203,-0.427369743,0.669110042,0.999933842
ENSMUSG00000001211,709.5887664,682.3299305,694.722221,687.70644,611.1261978,678.5151337,Agpat3,protein_coding,677.3314482,0.021794383,0.095928541,0.227193936,0.820272943,0.999933842
ENSMUSG00000001227,227.7330338,272.2339365,262.4506168,240.5873967,195.4705118,273.8585178,Sema6b,protein_coding,245.3890023,0.19576518,0.151669115,1.290738588,0.196794339,0.999933842
ENSMUSG00000001228,9.77394995,13.08817002,14.53013796,14.28144364,25.83805616,11.24046155,Uhrf1,protein_coding,14.79203655,-0.366510511,0.565972825,-0.647576164,0.517259118,0.999933842
ENSMUSG00000001229,299.0828685,326.3317059,281.5214229,302.1074617,287.588799,356.6291893,Dpp9,protein_coding,308.8769079,0.182969539,0.129229212,1.415852784,0.156818611,0.999933842
ENSMUSG00000001240,5.86436997,9.59799135,7.265068978,5.492862939,2.246787492,12.26232169,Ramp2,protein_coding,7.121567071,0.81598195,0.80720628,1.010871656,0.312077861,0.999933842
ENSMUSG00000001247,15.63831992,13.96071469,8.1732026,7.690008115,5.61696873,18.39348254,Lsr,protein_coding,11.57878277,0.441705792,0.649928127,0.679622521,0.496743506,0.999933842
ENSMUSG00000001248,1231.517694,1079.337754,1127.901959,1218.317,1117.776777,1181.270323,Gramd1a,protein_coding,1159.353585,-0.000754098,0.082859503,-0.009100927,0.992738611,0.999933842
ENSMUSG00000001260,109.4682394,93.36227949,108.9760347,38.45004057,44.93574984,67.44276932,Gabrg1,protein_coding,77.10585222,-0.400480437,0.339024893,-1.181271481,0.237494893,0.999933842
ENSMUSG00000001270,279.5349686,217.2636224,249.7367461,221.9116627,269.614499,251.3775947,Ckb,protein_coding,248.2398489,-0.21029222,0.142291698,-1.477895216,0.139435827,0.999933842
ENSMUSG00000001280,1402.561818,1428.355622,1353.119097,1304.005662,1412.105939,1279.368897,Sp1,protein_coding,1363.252839,-0.053665738,0.076292933,-0.703416889,0.481795984,0.999933842
ENSMUSG00000001281,18.5705049,23.55870604,23.61147418,21.97145176,31.45502489,21.45906296,Itgb7,protein_coding,23.43770412,-0.128729705,0.434378123,-0.296354024,0.766959732,0.999933842
ENSMUSG00000001285,272.6932036,263.5084898,261.5424832,303.2060342,260.6273491,281.0115388,Myg1,protein_coding,273.7648498,0.090613178,0.134354225,0.674434897,0.500034863,0.999933842
ENSMUSG00000001288,15.63831992,11.34308069,12.71387071,17.57716141,13.48072495,7.153020988,Rarg,protein_coding,12.98436311,-0.220204772,0.589062136,-0.373822656,0.708536262,0.999933842
ENSMUSG00000001289,160.2927792,153.5678616,143.4851123,168.0816059,143.7943995,148.1697205,Pfdn5,protein_coding,152.8985798,0.068448638,0.174277025,0.39275767,0.694498472,0.999933842
ENSMUSG00000001305,110.4456344,95.9799135,130.7712416,114.2515491,119.0797371,125.6887974,Rrp15,protein_coding,116.0361455,-0.105417086,0.204144627,-0.516384327,0.60558601,0.999933842
ENSMUSG00000001313,201.343369,149.2051383,191.6161943,181.264477,201.0874805,184.9566856,Rnd2,protein_coding,184.9122241,-0.207709327,0.163348358,-1.271572791,0.203524949,0.999933842
ENSMUSG00000001333,25.41226987,20.06852737,24.5196078,14.28144364,15.72751244,25.54650353,Sync,protein_coding,20.92597744,-0.136055223,0.468608985,-0.290338485,0.771557299,0.999933842
ENSMUSG00000001334,229.6878238,202.430363,244.2879444,241.6859693,237.0360804,259.5524759,Fndc5,protein_coding,235.7801095,-0.01821949,0.149429192,-0.121927247,0.902956637,0.999933842
ENSMUSG00000001349,16.61571491,10.47053602,21.79520693,3.295717764,10.11054371,9.196741271,Cnn1,protein_coding,11.91407677,-1.069791,0.648228702,-1.650329579,0.098875546,0.999933842
ENSMUSG00000001366,291.2637085,241.6948731,346.9070437,277.9388647,269.614499,286.1208395,Fbxo9,protein_coding,285.5899714,-0.176953841,0.143583143,-1.232413763,0.217794562,0.999933842
ENSMUSG00000001376,859.1302006,1001.681279,968.978575,967.8424499,957.1314716,961.5703928,Ccdc132,protein_coding,952.7223948,0.074200826,0.084991542,0.873037769,0.382642492,0.999933842
ENSMUSG00000001380,432.9859828,428.4194321,454.0668111,437.23189,431.3831985,455.749623,Hars,protein_coding,439.9728229,0.002122918,0.108273251,0.019607041,0.984356847,0.999933842
ENSMUSG00000001383,704.7017914,651.7908671,740.1289022,771.1979567,723.4655724,709.170938,Zmat2,protein_coding,716.7426713,-0.026357465,0.09560464,-0.275692319,0.782784396,0.999933842
ENSMUSG00000001403,22.48008488,8.725446681,31.78467678,17.57716141,22.46787492,26.56836367,Ube2c,protein_coding,21.60060139,-0.553049887,0.490577733,-1.127344047,0.259597046,0.999933842
ENSMUSG00000001415,553.2055672,504.3308182,514.0036302,495.4562371,507.7739732,506.84263,Smg5,protein_coding,513.6021426,-0.064191777,0.102257147,-0.627748562,0.530168667,0.999933842
ENSMUSG00000001416,587.414392,593.3303743,589.3787209,594.32777,632.470679,630.4877071,Cct3,protein_coding,604.5682739,0.007869711,0.096687181,0.081393529,0.935128995,0.999933842
ENSMUSG00000001418,146.6092492,129.1366109,96.26216396,139.5187187,124.6967058,137.9511191,Glmp,protein_coding,129.0290946,0.146814793,0.2027596,0.724083068,0.469014739,0.999933842
ENSMUSG00000001419,908.9773453,808.8489074,889.9709498,843.7037475,830.1879783,824.6411339,Mef2d,protein_coding,851.0550104,-0.087303615,0.085631392,-1.019528144,0.307952299,0.999933842
ENSMUSG00000001424,534.6350623,540.1051496,601.1844579,566.8634553,608.8794103,631.5095672,Snd1,protein_coding,580.5295171,-0.005612748,0.105518098,-0.05319228,0.957578707,0.999933842
ENSMUSG00000001435,2.932184985,8.725446681,12.71387071,8.788580703,15.72751244,8.174881129,Col18a1,protein_coding,9.510412776,-0.281122387,0.721726599,-0.389513684,0.69689619,0.999933842
ENSMUSG00000001436,141.7222743,124.7738875,129.863108,117.5472669,97.7352559,149.1915806,Slc19a1,protein_coding,126.8055622,0.08004939,0.205507453,0.389520619,0.696891061,0.999933842
ENSMUSG00000001440,1944.038645,1925.706083,1957.027956,1963.149214,2080.525218,1858.763597,Kpnb1,protein_coding,1954.868452,-0.057087696,0.067314201,-0.848078055,0.396394502,0.999933842
ENSMUSG00000001441,2378.979418,2418.69382,2410.186634,2493.759774,2440.011216,2344.147164,Npepps,protein_coding,2414.296338,0.005424143,0.062509597,0.086772958,0.930851983,0.999933842
ENSMUSG00000001445,125.1065594,99.47009217,106.2516338,119.7444121,104.4756184,119.5576365,Mrpl10,protein_coding,112.4343254,0.008534096,0.205193229,0.041590534,0.96682512,0.999933842
ENSMUSG00000001467,2488.447657,2407.350739,2423.808638,2427.845419,2518.648779,2383.999709,Cyp51,protein_coding,2441.68349,-0.041461277,0.06119767,-0.677497637,0.498090269,0.999933842
ENSMUSG00000001472,2080.873944,1908.255189,1906.172473,2046.640731,2050.193586,2018.173779,Tcf25,protein_coding,2001.718284,-0.015559548,0.069206649,-0.224827364,0.822113577,0.999933842
ENSMUSG00000001473,41.05058979,41.0095994,29.96840953,27.4643147,24.71466241,39.85254551,Tubb6,protein_coding,34.01002022,0.179420437,0.373771012,0.480027694,0.631207701,0.999933842
ENSMUSG00000001482,275.6253886,262.6359451,252.461147,220.8130902,204.4576618,185.9785457,Def8,protein_coding,233.6619631,-0.129578705,0.167301079,-0.774524023,0.438620968,0.999933842
ENSMUSG00000001507,304.9472384,294.9200978,266.9912849,255.967413,262.8741366,318.820364,Itga3,protein_coding,284.0867558,0.059811871,0.13988647,0.427574383,0.66896102,0.999933842
ENSMUSG00000001517,74.28201962,45.37232274,100.8028321,65.91435527,47.18253733,61.31160847,Foxm1,protein_coding,65.81094592,-0.377960952,0.303255344,-1.24634556,0.212637558,0.999933842
ENSMUSG00000001518,452.5338827,432.7821554,426.8228025,406.4718575,474.0721608,423.0500984,Itfg2,protein_coding,435.9554929,-0.098302079,0.110158354,-0.892370626,0.37219431,0.999933842
ENSMUSG00000001520,151.4962242,129.1366109,187.0755262,163.6873156,152.7815495,165.5413429,Nrip2,protein_coding,158.2864282,-0.106441934,0.18301658,-0.581597219,0.560838017,0.999933842
ENSMUSG00000001521,316.6759784,311.4984465,394.1299921,370.2189621,308.9332802,353.5636088,Tulp3,protein_coding,342.503378,0.017110019,0.135873312,0.125926264,0.899790293,0.999933842
ENSMUSG00000001524,57.6663047,60.2055821,51.76361647,53.8300568,56.1696873,66.42090918,Gtf2h4,protein_coding,57.67602609,0.126214891,0.275506179,0.458120002,0.646866229,0.999933842
ENSMUSG00000001525,3497.119292,3345.336258,3419.123088,4022.972817,4052.081242,3779.860662,Tubb5,protein_coding,3686.082226,0.02344406,0.080856651,0.289945967,0.771857575,0.999933842
ENSMUSG00000001542,41.05058979,29.66651872,51.76361647,20.87287917,37.07199362,30.65580424,Ell2,protein_coding,35.18023367,-0.676608926,0.363056285,-1.863647469,0.062371227,0.999933842
ENSMUSG00000001552,433.9633778,339.4198759,352.3558454,276.8402921,333.6479426,334.1482662,Jup,protein_coding,345.0626,-0.23571659,0.138732794,-1.699069008,0.089306182,0.999933842
ENSMUSG00000001555,8.796554955,3.490178673,10.89760347,5.492862939,12.35733121,4.087440565,Fkbp10,protein_coding,7.520328634,-1.302620331,0.774738424,-1.681367919,0.092691473,0.999933842
ENSMUSG00000001558,19.5478999,35.77433139,20.88707331,27.4643147,29.2082374,32.69952452,Klhl10,protein_coding,27.59689687,0.473411892,0.402626615,1.175808738,0.239671314,0.999933842
ENSMUSG00000001566,650.9450667,536.6149709,644.7748718,616.2992218,736.9462974,699.9741967,Mnx1,protein_coding,647.5924375,-0.13402699,0.111417922,-1.202921283,0.229006783,0.999933842
ENSMUSG00000001569,324.4951383,343.7825993,333.2850394,335.0646393,369.5965424,307.5799025,Nom1,protein_coding,335.6339769,-0.056309355,0.12510286,-0.45010446,0.652635121,0.999933842
ENSMUSG00000001576,654.8546466,739.9178786,691.0896865,637.1721009,643.7046165,739.8267422,Ergic1,protein_coding,684.4276119,0.090157414,0.097771809,0.922120751,0.356465594,0.999933842
ENSMUSG00000001583,4.886974975,5.235268009,7.265068978,6.591435527,13.48072495,9.196741271,Tnk1,protein_coding,7.776035619,-0.278526369,0.762187204,-0.365430392,0.714790158,0.999933842
ENSMUSG00000001627,782.893391,789.6529247,797.3413204,686.6078674,885.2342719,803.182071,Ifrd1,protein_coding,790.818641,-0.110778702,0.096293334,-1.150429608,0.249966971,0.999933842
ENSMUSG00000001630,216.9816889,276.5966598,288.7864919,251.5731226,381.9538736,277.9459584,Stk38l,protein_coding,282.3062992,-0.134998378,0.17199114,-0.78491472,0.432503571,0.999933842
ENSMUSG00000001632,498.4714474,547.9580516,573.0323157,581.144899,657.1853414,495.6021685,Brpf1,protein_coding,558.8990373,-0.088078664,0.116980265,-0.752936095,0.451488317,0.999933842
ENSMUSG00000001642,9.77394995,12.21562535,19.97893969,9.887153291,11.23393746,16.34976226,Akr1b3,protein_coding,13.23989467,-0.098921084,0.587110867,-0.168487912,0.866199453,0.999933842
ENSMUSG00000001657,2587.164552,2375.939131,2408.370366,3103.467561,2750.06789,2719.169836,Hoxc8,protein_coding,2657.363223,0.081520817,0.088071853,0.92561714,0.354644983,0.999933842
ENSMUSG00000001661,892.3616304,855.0937748,860.9106739,1142.515491,874.0003344,984.0513159,Hoxc6,protein_coding,934.8222035,0.180482056,0.101560928,1.777081604,0.075554814,0.999933842
ENSMUSG00000001663,7.81915996,11.34308069,4.540668111,4.394290351,8.987149968,17.3716224,Gstt1,protein_coding,9.075995246,0.649430635,0.734991221,0.883589649,0.376917769,0.999933842
ENSMUSG00000001666,80.14638959,80.27410947,82.64015963,88.98437962,62.91004978,92.98927285,Ddt,protein_coding,81.32406015,0.210038431,0.238378917,0.881111607,0.378257415,0.999933842
ENSMUSG00000001672,14.66092492,21.8136167,29.06027591,27.4643147,19.09769368,15.32790212,Marveld3,protein_coding,21.23745467,0.032310899,0.475494888,0.067952148,0.945823726,0.999933842
ENSMUSG00000001674,30.29924484,18.32343803,26.33587505,27.4643147,26.9614499,25.54650353,Ddx18,protein_coding,25.82180434,-0.236561479,0.411662849,-0.574648597,0.565528978,0.999933842
ENSMUSG00000001687,566.8890971,455.4683168,474.0457508,483.3719387,551.5863293,516.0393713,Ubl3,protein_coding,507.900134,-0.130057378,0.111480147,-1.166641606,0.243355134,0.999933842
ENSMUSG00000001700,11.72873994,8.725446681,9.989469845,9.887153291,2.246787492,4.087440565,Gramd3,protein_coding,7.777506302,-0.093845334,0.795375854,-0.117988664,0.90607664,0.999933842
ENSMUSG00000001707,435.9181678,387.4098327,405.9357292,443.8233255,402.1749611,411.8096369,Eef1e1,protein_coding,414.5119422,-0.003364905,0.114426409,-0.029406714,0.976540218,0.999933842
ENSMUSG00000001729,568.8438871,568.8991236,515.8198975,515.2305437,520.1313044,576.3291196,Akt1,protein_coding,544.2089793,0.050090111,0.103633002,0.483341311,0.628853412,0.999933842
ENSMUSG00000001739,5.86436997,13.96071469,7.265068978,14.28144364,15.72751244,8.174881129,Cldn15,protein_coding,10.87899848,0.353866381,0.658478493,0.537400059,0.590991302,0.999933842
ENSMUSG00000001750,21.50268989,30.53906339,19.97893969,21.97145176,16.85090619,23.50278325,Tcirg1,protein_coding,22.39097236,0.384267649,0.44093997,0.871473839,0.383495484,0.999933842
ENSMUSG00000001751,19.5478999,35.77433139,39.04974576,26.36574211,32.57841863,28.61208395,Naglu,protein_coding,30.32137029,-0.002955958,0.399359349,-0.007401751,0.994094311,0.999933842
ENSMUSG00000001755,257.0548837,232.0968817,221.5846038,241.6859693,211.1980243,223.7873709,Coasy,protein_coding,231.2346223,0.014467806,0.14766863,0.09797481,0.921952296,0.999933842
ENSMUSG00000001761,59.62109469,49.73504608,69.01815529,51.63291163,61.78665603,55.18044762,Smo,protein_coding,57.82905189,-0.285134066,0.274247983,-1.039694303,0.298481948,0.999933842
ENSMUSG00000001763,22.48008488,20.06852737,14.53013796,7.690008115,23.59126867,13.28418184,Tspan33,protein_coding,16.94070147,-0.540281759,0.535105268,-1.009673781,0.312651608,0.999933842
ENSMUSG00000001767,514.1097674,574.1343916,544.8801734,565.7648827,597.6454729,500.7114692,Crnkl1,protein_coding,549.5410262,-0.012144788,0.107017435,-0.113484198,0.90964669,0.999933842
ENSMUSG00000001768,282.4671536,263.5084898,270.6238194,223.0102353,263.9975303,242.1808535,Rin2,protein_coding,257.631347,-0.163010157,0.139162774,-1.171363228,0.241452807,0.999933842
ENSMUSG00000001774,1116.185084,1034.837976,1096.117282,1193.04983,1249.213846,1128.133596,Chordc1,protein_coding,1136.256269,-0.044759887,0.086853474,-0.515349411,0.606308876,0.999933842
ENSMUSG00000001783,715.4531363,764.3491293,663.8456779,765.7050937,716.72521,751.0672038,Rtcb,protein_coding,729.5242418,0.122971407,0.089585864,1.372665304,0.16985642,0.999933842
ENSMUSG00000001785,443.7373277,463.3212188,479.4945526,520.7234066,493.1698545,507.8644902,Pwp1,protein_coding,484.7184751,0.073942907,0.108105252,0.683989964,0.493981503,0.999933842
ENSMUSG00000001786,1055.586595,951.946233,995.31445,862.3794815,751.5504161,1041.275484,Fbxo7,protein_coding,943.0087765,0.025708931,0.114727185,0.224087522,0.822689201,0.999933842
ENSMUSG00000001794,849.3562506,772.2020313,820.9527945,784.3808277,814.4604659,847.122057,Capns1,protein_coding,814.7457379,-0.048471249,0.087232928,-0.555653126,0.578448006,0.999933842
ENSMUSG00000001802,467.1948076,427.5468874,497.657225,509.7376808,486.429492,451.6621824,Lrp3,protein_coding,473.3713792,-0.065726275,0.110849996,-0.592929887,0.553228075,0.999933842
ENSMUSG00000001815,657.7868316,776.5647547,791.8925186,526.2162696,439.2469547,602.8974833,Evx2,protein_coding,632.4341354,0.012543903,0.293904555,0.042680191,0.96595647,0.999933842
ENSMUSG00000001829,361.6361481,400.4980027,395.0381257,337.2617845,347.1286675,408.7440565,Clpb,protein_coding,375.0511308,0.055028156,0.124534763,0.441869847,0.658583392,0.999933842
ENSMUSG00000001833,1168.964414,1047.053602,1104.290485,1087.586862,1233.486333,1049.450365,7-Sep,protein_coding,1115.138677,-0.138560026,0.079817658,-1.735957044,0.08257143,0.999933842
ENSMUSG00000001844,181.7954691,172.7638443,184.3511253,185.6587673,213.4448117,187.0004058,Zdhhc4,protein_coding,187.5024039,-0.086498016,0.160131564,-0.540168435,0.589080879,0.999933842
ENSMUSG00000001847,1129.868614,1035.710521,1028.00726,1139.219774,1073.964421,1107.696393,Rac1,protein_coding,1085.744497,0.021727831,0.081771716,0.265713284,0.790460032,0.999933842
ENSMUSG00000001855,981.304575,1102.896461,1024.374726,1041.446813,1007.68419,1031.056882,Nup214,protein_coding,1031.460608,0.076224098,0.079652852,0.956953786,0.338590581,0.999933842
ENSMUSG00000001864,49.84714474,44.49977808,60.84495269,19.77430658,33.70181238,36.78696508,Aif1l,protein_coding,40.90915993,-0.510356086,0.371731624,-1.37291544,0.169778636,0.999933842
ENSMUSG00000001870,71.34983463,61.95067144,97.17029758,43.94290351,38.19538736,60.28974833,Ltbp1,protein_coding,62.14980714,-0.319844747,0.323411346,-0.988971944,0.322676869,0.999933842
ENSMUSG00000001901,20.52529489,26.17634004,21.79520693,16.47858882,21.34448117,25.54650353,Kcnh6,protein_coding,21.9777359,0.105601695,0.445795941,0.236883482,0.812747185,0.999933842
ENSMUSG00000001909,224.8008488,282.7044725,257.9099487,247.1788323,310.0566739,300.4268815,Trmt1,protein_coding,270.512943,0.070852102,0.151312845,0.468249091,0.63960647,0.999933842
ENSMUSG00000001910,191.569419,232.0968817,248.8286125,253.7702678,247.1466241,234.0059723,Nacc1,protein_coding,234.5696296,0.06580024,0.152908255,0.430324965,0.666959269,0.999933842
ENSMUSG00000001918,67.44025465,56.71540343,42.68228025,37.35146799,31.45502489,49.04928678,Slc1a5,protein_coding,47.448953,0.016073643,0.342235576,0.046966604,0.962539844,0.999933842
ENSMUSG00000001924,3692.598291,3432.590724,3513.568985,3863.679791,3970.073498,3738.986257,Uba1,protein_coding,3701.916258,-0.018336118,0.068669012,-0.267021718,0.789452439,0.999933842
ENSMUSG00000001942,189.614629,181.489291,174.3616555,177.9687592,148.2879745,162.4757624,Siae,protein_coding,172.3663453,0.024913319,0.169787276,0.146732545,0.883343129,0.999933842
ENSMUSG00000001946,12.70613493,20.94107204,16.3464052,13.18287105,15.72751244,21.45906296,Esam,protein_coding,16.72717644,0.317765435,0.5117411,0.620949607,0.53463278,0.999933842
ENSMUSG00000001948,30.29924484,28.79397405,27.24400867,24.16859693,16.85090619,22.48092311,Spa17,protein_coding,24.9729423,0.016190296,0.426488844,0.037961828,0.969718117,0.999933842
ENSMUSG00000001962,137.8126943,166.6560316,139.8525778,139.5187187,150.534762,154.3008813,Fam50a,protein_coding,148.1126109,0.108956057,0.177623934,0.613408645,0.539606171,0.999933842
ENSMUSG00000001964,330.3595083,288.8122852,323.2955695,327.3746312,289.8355865,348.4543081,Emd,protein_coding,318.0219815,0.028333632,0.131486865,0.215486403,0.829388112,0.999933842
ENSMUSG00000001983,69.39504464,69.80357345,46.31481474,52.73148422,55.04629355,62.33346861,Taco1,protein_coding,59.27077987,0.119992818,0.284609851,0.421604583,0.67331366,0.999933842
ENSMUSG00000001986,1534.510142,1378.620576,1384.903774,1344.652848,1242.473483,1413.232575,Gria3,protein_coding,1383.065566,-0.009697905,0.084802656,-0.114358503,0.908953608,0.999933842
ENSMUSG00000001995,344.0430382,381.30202,489.4840224,428.4433093,430.2598047,353.5636088,Sipa1l2,protein_coding,404.5159672,-0.121160756,0.137723895,-0.879736639,0.379001996,0.999933842
