ensembl_id,BR-A-Control,BR-B-Control,BR-C-Control,TH-A-Control,TH-B-Control,TH-C-Control,external_gene_id,gene_biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000067825,468.5719663,385.8149393,425.4744936,417.8018071,403.8423307,342.4632277,Pex26,protein_coding,407.3281274,0.1352278,0.12581656,1.074801281,0.282463707,0.997594963
ENSMUSG00000068154,150.5722865,153.3963012,155.1327912,162.195417,160.5922718,201.9654933,Insm1,protein_coding,163.9757602,-0.189636974,0.17470441,-1.085473307,0.27771208,0.997594963
ENSMUSG00000068205,621.3916004,746.0638284,589.7327432,592.735084,625.83753,582.4801908,Macrod2,protein_coding,626.3734961,0.119001546,0.108734507,1.094423009,0.273769497,0.997594963
ENSMUSG00000068706,48.31797255,55.78047315,58.17479672,46.70548656,44.08415306,39.02714846,Gm10250,protein_coding,48.68167175,0.319305851,0.298735196,1.068859161,0.285133137,0.997594963
ENSMUSG00000068854,249.4555792,241.7153836,240.6839629,297.2167327,284.9725608,233.187212,Hist2h2be,protein_coding,257.8719052,-0.158347207,0.1455873,-1.087644371,0.276752135,0.997594963
ENSMUSG00000070822,374.1833688,349.7900504,252.0907858,342.2238379,282.6109098,236.1142482,Zscan18,protein_coding,306.1688668,0.179336599,0.166922848,1.074368198,0.28265769,0.997594963
ENSMUSG00000071267,70.79144815,69.72559144,68.44093731,81.52230382,74.78561679,95.61651373,Zfp942,protein_coding,76.81373521,-0.266235888,0.242917137,-1.095994675,0.273081105,0.997594963
ENSMUSG00000071291,117.9857469,101.1021076,125.4750517,135.0213157,119.6569869,145.376128,Zfp58,protein_coding,124.1028895,-0.2125784,0.197316233,-1.077348766,0.281324484,0.997594963
ENSMUSG00000073643,838.26064,854.1384951,722.0518886,939.2048752,872.2364569,788.3483989,Wdfy1,protein_coding,835.7067925,-0.107656732,0.100817705,-1.067835571,0.28559469,0.997594963
ENSMUSG00000074673,30.33919206,46.48372762,23.95432806,23.77733861,29.1270297,21.46493165,Ttll9,protein_coding,29.19109129,0.432666945,0.40430934,1.070138387,0.284557023,0.997594963
ENSMUSG00000074754,67.42042681,46.48372762,57.03411443,74.7287785,74.78561679,60.49208011,Gm561,protein_coding,63.49079071,-0.298829806,0.272678363,-1.095905825,0.273119989,0.997594963
ENSMUSG00000074994,1901.256036,2146.386123,1911.783516,2134.865331,2053.849202,2105.514659,Qser1,protein_coding,2042.275811,-0.078899497,0.073498959,-1.07347775,0.283056817,0.997594963
ENSMUSG00000077450,213.4980182,252.1742224,236.1212337,215.6944289,207.825293,202.941172,Rab11b,protein_coding,221.375728,0.162957,0.148755599,1.095468009,0.273311653,0.997594963
ENSMUSG00000078931,10.11306402,11.62093191,20.53228119,16.13462263,16.5315574,30.24604006,Pdf,protein_coding,17.52974953,-0.565416205,0.531354764,-1.064103012,0.287282036,0.997594963
ENSMUSG00000079179,23.59714938,27.89023657,25.09501035,27.17410127,36.21198287,39.02714846,Rab10os,antisense,29.83260482,-0.417850769,0.385674725,-1.08342793,0.278618524,0.997594963
ENSMUSG00000080997,40.45225608,45.32163443,29.6577395,63.68929986,36.21198287,48.78393557,Gm11885,processed_pseudogene,44.01947472,-0.363721691,0.340603058,-1.067875588,0.285576636,0.997594963
ENSMUSG00000081787,73.03879571,31.37651615,59.315479,83.22068515,65.33901257,58.54072269,Gm13991,processed_pseudogene,61.80520188,-0.338879171,0.311494751,-1.087912943,0.276633542,0.997594963
ENSMUSG00000083397,59.55471035,105.7504803,76.42571333,79.82392249,57.46684238,58.54072269,Gm5466,processed_pseudogene,72.92706526,0.301902772,0.276385233,1.092325984,0.274689843,0.997594963
ENSMUSG00000083536,15.73143292,24.403957,18.25091662,10.19028798,19.68042547,8.781108403,Gm15808,processed_pseudogene,16.1730214,0.581507543,0.540133634,1.076599394,0.281659275,0.997594963
ENSMUSG00000083907,15.73143292,19.75558424,7.98477602,14.4362413,23.61651057,26.34332521,Plk-ps1,processed_pseudogene,17.97797838,-0.565113336,0.523148205,-1.080216525,0.280045771,0.997594963
ENSMUSG00000084671,14.60775914,29.05232977,15.96955204,12.73785997,11.80825528,15.61085938,Gm26023,misc_RNA,16.6311026,0.573587899,0.524220812,1.094172313,0.273879412,0.997594963
ENSMUSG00000084781,21.34980182,33.70070253,23.95432806,12.73785997,20.46764249,23.41628908,D930015M05Rik,processed_transcript,22.60443732,0.483560823,0.453586241,1.066083535,0.286385882,0.997594963
ENSMUSG00000084878,14.60775914,30.21442296,21.67296348,38.21357992,22.82929355,31.22171877,Lrrc8dos,antisense,26.4599563,-0.472213348,0.432303415,-1.092319263,0.274692796,0.997594963
ENSMUSG00000085279,60.67838413,66.23931186,73.00366647,68.78444385,84.23222102,88.78676275,Gm15965,antisense,73.62079834,-0.273239421,0.250430737,-1.091077815,0.275238644,0.997594963
ENSMUSG00000086991,23.59714938,23.24186381,35.36115094,23.77733861,18.10599143,17.56221681,Gm15334,antisense,23.6076185,0.466205482,0.434990771,1.071759479,0.283828078,0.997594963
ENSMUSG00000087231,175.2931097,176.638165,149.4293798,151.1559383,141.6990634,147.3274854,E230016M11Rik,processed_transcript,156.9238569,0.188116025,0.173198869,1.086127328,0.277422663,0.997594963
ENSMUSG00000087307,189.9008688,238.2291041,163.1175673,190.2187089,190.5065186,129.7652686,Gm12925,antisense,183.623006,0.207503053,0.193365157,1.073115014,0.283219515,0.997594963
ENSMUSG00000087503,31.46286584,6.972559144,25.09501035,35.66600792,33.85033181,21.46493165,Gm11459,processed_transcript,25.75195112,-0.519722741,0.482995868,-1.076039726,0.28190949,0.997594963
ENSMUSG00000087514,176.4167835,192.9074696,207.6041765,98.50611711,164.5283569,224.4061036,Gm16076,sense_intronic,177.3948346,0.246859898,0.226263481,1.091028462,0.275260359,0.997594963
ENSMUSG00000090277,24.72082316,22.07977062,20.53228119,16.9838133,18.89320845,10.73246583,Gm8338,processed_pseudogene,18.99039376,0.521552087,0.480465518,1.085514083,0.27769403,0.997594963
ENSMUSG00000090722,8.989390241,15.10721148,15.96955204,23.77733861,15.74434038,19.51357423,Gm8378,processed_transcript,16.51690116,-0.558954141,0.523210159,-1.06831668,0.285377687,0.997594963
ENSMUSG00000093606,39.3285823,31.37651615,28.51705721,42.45953324,47.23302113,38.05146975,B130034C11Rik,processed_transcript,37.82769663,-0.366747823,0.343021058,-1.069169995,0.284993076,0.997594963
ENSMUSG00000093677,46.07062498,41.83535486,59.315479,56.89577454,70.8495317,54.63800784,Gm20712,sense_overlapping,54.93412882,-0.311855926,0.292495085,-1.066192021,0.286336848,0.997594963
ENSMUSG00000036106,89.89390241,95.29164163,75.28503104,69.63363451,73.99839977,75.12726078,Prr5,protein_coding,79.87164503,0.252036173,0.236922866,1.063789987,0.287423848,0.99767979
ENSMUSG00000054051,1011.306402,1094.691786,1036.8802,981.6644085,969.0641502,1007.876109,Ercc6,protein_coding,1016.913843,0.087418652,0.082194887,1.063553413,0.287531056,0.997799057
ENSMUSG00000069072,535.9923931,553.1563587,544.1054516,602.925372,576.2428578,577.6017972,Slc7a14,protein_coding,565.0040384,-0.105330327,0.099060996,-1.063287583,0.287651554,0.997964372
ENSMUSG00000019906,1952.94503,1920.940044,2072.619718,2139.960475,2058.572504,2058.682081,Lin7a,protein_coding,2033.953309,-0.073505542,0.069181717,-1.062499526,0.288008973,0.998193042
ENSMUSG00000022309,65.17307925,80.18443015,112.9275466,91.7125918,72.42396573,156.1085938,Angpt1,protein_coding,96.42170122,-0.304202266,0.286269191,-1.062644099,0.287943381,0.998193042
ENSMUSG00000025584,50.56532011,48.80791401,42.20524468,29.72167327,36.99919989,44.88122073,Pde8a,protein_coding,42.19676211,0.347651797,0.327067903,1.062934619,0.287811602,0.998193042
ENSMUSG00000039497,37.08123474,27.89023657,44.48660925,46.70548656,39.36085094,54.63800784,Dse,protein_coding,41.69373765,-0.357297211,0.336262957,-1.06255299,0.287984715,0.998193042
ENSMUSG00000000976,753.9851065,815.7894198,808.7437426,814.3738475,837.5989081,886.8919487,Heatr6,protein_coding,819.5638289,-0.093596039,0.089782248,-1.042478236,0.297190011,0.998397877
ENSMUSG00000001156,687.6883534,760.0089467,716.3484772,760.025645,732.1118275,826.3998686,Mxd1,protein_coding,747.0971864,-0.098491993,0.095105815,-1.035604323,0.300386775,0.998397877
ENSMUSG00000001227,237.0951676,203.3663084,230.4178223,197.8614249,227.5057184,169.7680958,Sema6b,protein_coding,211.0024229,0.169628158,0.162056478,1.046722476,0.295227595,0.998397877
ENSMUSG00000002043,29.21551828,22.07977062,22.81364577,20.38057595,16.5315574,16.5865381,Trappc6a,protein_coding,21.26793435,0.470163773,0.44844385,1.048433986,0.294438702,0.998397877
ENSMUSG00000002103,1027.037835,841.35547,1012.925872,1027.520704,1018.658822,1037.14647,Acp2,protein_coding,994.1075291,-0.097327269,0.092964906,-1.04692484,0.295134244,0.998397877
ENSMUSG00000002222,964.1121033,994.7517712,959.3138047,994.4022685,995.0423118,1118.127803,Rmnd5a,protein_coding,1004.291677,-0.089669153,0.086243501,-1.039720706,0.298469678,0.998397877
ENSMUSG00000002279,165.1800457,174.3139786,175.6650724,180.0284209,152.7201017,114.1544092,Lmf1,protein_coding,160.3436714,0.201116783,0.189891416,1.05911466,0.289547564,0.998397877
ENSMUSG00000002767,58.43103657,65.07721867,75.28503104,43.3087239,70.8495317,45.85689944,Mrpl2,protein_coding,59.80140689,0.307234902,0.291902183,1.052526909,0.292557871,0.998397877
ENSMUSG00000003316,2377.693719,2491.527801,2330.413915,2259.696359,2276.631619,2326.018048,Glg1,protein_coding,2343.663577,0.069324193,0.066056759,1.049464042,0.293964596,0.998397877
ENSMUSG00000005354,404.5225608,232.4186381,328.5164991,378.7390365,368.4175648,339.5361916,Txn2,protein_coding,342.0250818,-0.170512387,0.161880511,-1.053322513,0.292193204,0.998397877
ENSMUSG00000005514,321.3707011,320.7377206,349.0487803,293.81997,299.9296842,310.2658303,Por,protein_coding,315.8621144,0.133351917,0.125955223,1.058724793,0.289725133,0.998397877
ENSMUSG00000006932,2139.474877,2075.498438,2130.794515,1957.384482,1949.936556,2125.028234,Ctnnb1,protein_coding,2063.019517,0.073733524,0.069930841,1.054377766,0.291709998,0.998397877
ENSMUSG00000007338,361.8229572,362.5730755,334.2199105,351.5649352,303.8657693,311.241509,Mrpl49,protein_coding,337.5480261,0.130986138,0.126304874,1.037063209,0.2997064,0.998397877
ENSMUSG00000010461,20.22612804,17.43139786,19.39159891,22.92814795,12.5954723,47.80825686,Eya4,protein_coding,23.39683365,-0.533399347,0.504169752,-1.057975703,0.29006652,0.998397877
ENSMUSG00000010492,23.59714938,17.43139786,11.40682289,11.03947864,14.95712336,8.781108403,Uckl1os,antisense,14.53551342,0.584503354,0.560141905,1.043491566,0.296720685,0.998397877
ENSMUSG00000014867,510.1478962,472.9719286,496.1967955,549.4263601,529.7970537,516.1340384,Surf4,protein_coding,512.4456787,-0.109186792,0.103987695,-1.049997236,0.293719384,0.998397877
ENSMUSG00000015126,23.59714938,39.51116848,33.07978637,43.3087239,40.14806796,40.97850588,Tsr3,protein_coding,36.770567,-0.372859274,0.351607774,-1.060440927,0.288944051,0.998397877
ENSMUSG00000015697,1067.490091,1097.015972,1016.347919,949.3951632,1030.467078,1013.730181,Setdb1,protein_coding,1029.074401,0.087472412,0.083555253,1.046881067,0.295154435,0.998397877
ENSMUSG00000018341,116.8620731,116.2093191,143.7259684,143.5132223,144.0607145,144.4004493,Il12rb2,protein_coding,134.7952911,-0.19705449,0.187321426,-1.051959164,0.292818286,0.998397877
ENSMUSG00000018651,210.1269969,195.231656,214.4482702,201.2581876,240.1011908,252.7007863,Tada2a,protein_coding,218.977848,-0.161910341,0.154791789,-1.045987915,0.295566612,0.998397877
ENSMUSG00000019437,24.72082316,17.43139786,23.95432806,31.4200546,25.97816162,32.19739748,Tlcd1,protein_coding,25.95036046,-0.434951085,0.4115826,-1.056777144,0.290613308,0.998397877
ENSMUSG00000019726,913.5467832,994.7517712,814.447154,917.9751086,818.7056996,792.2511137,Lyst,protein_coding,875.2796051,0.105934093,0.099802948,1.061432498,0.288493394,0.998397877
ENSMUSG00000019889,1242.783201,1466.561607,1479.464928,1396.918644,1461.074787,1615.723946,Ptprk,protein_coding,1443.754519,-0.094441196,0.089842912,-1.051181377,0.293175295,0.998397877
ENSMUSG00000019917,40.45225608,54.61837996,67.30025502,44.15791457,44.08415306,40.97850588,10-Sep,protein_coding,48.59857743,0.327672063,0.310267349,1.056095862,0.290924421,0.998397877
ENSMUSG00000020123,42.69960364,26.72814338,54.75274985,48.40386789,28.33981268,13.65950196,Avpr1a,protein_coding,35.76394657,0.451192722,0.431817336,1.044869403,0.296083333,0.998397877
ENSMUSG00000020133,24.72082316,12.7830251,27.37637493,41.61034257,22.82929355,25.3676465,2310011J03Rik,protein_coding,25.78125097,-0.467928627,0.447756409,-1.045051768,0.295999044,0.998397877
ENSMUSG00000020311,461.8299236,438.1091329,428.8965405,388.9293245,419.5866711,416.6148098,Erlec1,protein_coding,425.6610671,0.117438397,0.112054612,1.048046074,0.29461738,0.998397877
ENSMUSG00000020522,1409.08692,1348.028101,1406.461262,1496.273951,1328.822328,1609.869874,Mfap3,protein_coding,1433.090406,-0.089929404,0.085185423,-1.05569006,0.29110984,0.998397877
ENSMUSG00000020532,306.762942,287.0370181,239.5432806,259.0031528,243.2500588,247.8223927,Acaca,protein_coding,263.9031408,0.152082381,0.143380818,1.060688475,0.288831499,0.998397877
ENSMUSG00000020561,44.9469512,27.89023657,45.62729154,50.10224922,55.89240834,43.90554202,Twistnb,protein_coding,44.72744648,-0.341328491,0.326025997,-1.046936422,0.295128902,0.998397877
ENSMUSG00000021025,82.02818595,60.42884591,74.14434876,66.23687185,62.19014449,49.75961429,Nfkbia,protein_coding,65.79800187,0.278747484,0.266989702,1.044038337,0.296467653,0.998397877
ENSMUSG00000021262,255.0739481,324.2240002,298.8587596,253.9080088,288.9086459,247.8223927,Evl,protein_coding,278.1326259,0.149277194,0.143434592,1.040733561,0.297999223,0.998397877
ENSMUSG00000021391,44.9469512,40.67326167,71.86298418,40.76115191,39.36085094,44.88122073,Cenpp,protein_coding,47.08107011,0.33553117,0.323153148,1.038303889,0.299128599,0.998397877
ENSMUSG00000021453,167.4273932,104.5883872,115.2089111,152.005129,144.8479315,152.205879,Gadd45g,protein_coding,139.3806052,-0.212169754,0.202715028,-1.046640477,0.295265426,0.998397877
ENSMUSG00000021764,501.1585059,510.1589107,537.2613579,502.7208736,437.6926625,492.7177493,Ndufs4,protein_coding,496.9516766,0.112860314,0.108882167,1.036536263,0.299952031,0.998397877
ENSMUSG00000022043,2149.587941,2398.560345,2467.29579,2251.204452,2129.422036,2270.404362,Trim35,protein_coding,2277.745821,0.077162542,0.074110281,1.041185396,0.297789512,0.998397877
ENSMUSG00000022130,96.63594509,92.96745525,101.5207237,84.06987581,140.1246294,119.0328028,Tgds,protein_coding,105.7252387,-0.238509551,0.229927439,-1.037325303,0.299584277,0.998397877
ENSMUSG00000022371,17.97878048,26.72814338,21.67296348,22.92814795,40.93528498,26.34332521,Col14a1,protein_coding,26.09777425,-0.448696474,0.428310623,-1.047595951,0.294824804,0.998397877
ENSMUSG00000022663,493.2927895,526.4282153,489.3527018,421.1985697,486.5001177,483.9366409,Atg3,protein_coding,483.4515058,0.11701234,0.110894196,1.055171007,0.291347122,0.998397877
ENSMUSG00000022844,19.10245426,29.05232977,19.39159891,26.32491061,29.1270297,36.10011233,Pdia5,protein_coding,26.51640593,-0.436517778,0.413677317,-1.05521323,0.291327815,0.998397877
ENSMUSG00000022893,103.3779878,115.0472259,109.5054997,114.6407397,165.315574,103.4219434,Adamts1,protein_coding,118.5514951,-0.230417788,0.219923821,-1.047716372,0.294769302,0.998397877
ENSMUSG00000022995,2224.874085,2402.046625,2223.18978,2196.007059,2084.550666,2234.304249,Enah,protein_coding,2227.495411,0.072693099,0.069842607,1.040813089,0.297962304,0.998397877
ENSMUSG00000023089,144.9539176,127.830251,101.5207237,116.3391211,106.2742975,99.51922857,Ndufa5,protein_coding,116.0729232,0.215612452,0.20816098,1.035796681,0.300297006,0.998397877
ENSMUSG00000024045,1657.418826,1851.214453,1764.6355,1559.963251,1687.793288,1734.756749,Akap8,protein_coding,1709.297011,0.08200144,0.077389705,1.059591062,0.289330682,0.998397877
ENSMUSG00000024360,918.0414784,811.141047,889.7321851,946.8475912,825.0034358,1051.781651,Etf1,protein_coding,907.0912314,-0.106843433,0.102107579,-1.04638102,0.295385152,0.998397877
ENSMUSG00000024646,231.4767987,203.3663084,191.6346245,257.3047714,238.5267567,204.8925294,Cyb5a,protein_coding,221.2002982,-0.163300823,0.156905292,-1.040760458,0.297986736,0.998397877
ENSMUSG00000024896,146.0775914,183.6107241,148.2886975,155.4018917,177.1238292,214.6493165,Minpp1,protein_coding,170.8586751,-0.192871836,0.182701215,-1.055668052,0.291119898,0.998397877
ENSMUSG00000025041,741.6246949,793.7096492,817.8692009,664.0670999,723.4524403,802.0079008,Nt5c2,protein_coding,757.121831,0.105120404,0.09938163,1.05774482,0.290171796,0.998397877
ENSMUSG00000025089,974.2251674,963.375255,1242.203012,911.1815833,928.1288652,1097.63855,Gfra1,protein_coding,1019.458739,0.115706419,0.109665184,1.055087993,0.291385083,0.998397877
ENSMUSG00000025572,44.9469512,24.403957,30.79842179,40.76115191,38.57363392,50.735293,Tmc6,protein_coding,38.36990147,-0.371706224,0.355367087,-1.045978196,0.295571099,0.998397877
ENSMUSG00000025809,958.4937344,1030.77666,1189.731627,1069.131047,1155.634584,1181.54692,Itgb1,protein_coding,1097.552429,-0.099440012,0.09405174,-1.057290508,0.290379024,0.998397877
ENSMUSG00000026197,55.06001523,55.78047315,63.87820816,85.76825714,62.97736151,63.41911625,Zfand2b,protein_coding,64.48057191,-0.280954127,0.270225399,-1.039702887,0.298477959,0.998397877
ENSMUSG00000026229,1292.224847,1402.646481,1373.381475,1316.24553,1227.271332,1301.555401,Psmd1,protein_coding,1318.887511,0.081678641,0.078041504,1.046605163,0.29528172,0.998397877
ENSMUSG00000026404,57.30736279,74.3739642,79.8477602,50.95143989,70.8495317,50.735293,Ddx59,protein_coding,64.01089196,0.288955117,0.27689228,1.043565089,0.296686652,0.998397877
ENSMUSG00000026768,39.3285823,37.1869821,43.34592696,23.77733861,34.63754883,34.1487549,Itga8,protein_coding,35.40418895,0.373913176,0.354120617,1.055892141,0.291017495,0.998397877
ENSMUSG00000026972,46.07062498,62.75303229,50.1900207,55.19739321,69.27509766,70.24886723,Arrdc1,protein_coding,58.95583935,-0.292354221,0.28102437,-1.040316257,0.298192994,0.998397877
ENSMUSG00000027067,893.3206552,1067.963642,1012.925872,894.19777,891.1296653,993.2409283,Ssrp1,protein_coding,958.7964222,0.098859474,0.094176706,1.049723213,0.293845388,0.998397877
ENSMUSG00000027679,252.8266005,304.4684159,320.5317231,263.2491061,271.5898715,258.5548585,Dnajc19,protein_coding,278.5367626,0.144944771,0.139839094,1.036511081,0.299963773,0.998397877
ENSMUSG00000027692,3326.074389,3807.017292,3329.6516,3243.908339,3259.865675,3436.340422,Tnik,protein_coding,3400.476286,0.074050637,0.071419608,1.036839026,0.299810884,0.998397877
ENSMUSG00000027852,2466.463947,2090.60565,2403.417582,2363.29762,2404.947993,2610.916232,Nras,protein_coding,2389.941504,-0.083720962,0.078951814,-1.060405809,0.288960021,0.998397877
ENSMUSG00000028134,1915.863795,1867.483757,2012.163557,1775.65768,1786.195416,1939.649278,Ptbp2,protein_coding,1882.835581,0.075759721,0.073033493,1.037328462,0.299582806,0.998397877
ENSMUSG00000028207,818.0345119,947.1059503,796.1962374,794.8424622,836.811691,751.2726078,Asph,protein_coding,824.0439101,0.103000261,0.097266328,1.058950855,0.289622162,0.998397877
ENSMUSG00000028295,49.44164633,51.13210039,55.89343214,64.53849052,71.63674872,54.63800784,Smim8,protein_coding,57.88007099,-0.290076857,0.278490982,-1.041602334,0.297596086,0.998397877
ENSMUSG00000028391,83.15185973,51.13210039,70.72230189,64.53849052,61.40292747,39.02714846,Wdr31,protein_coding,61.66247141,0.308475996,0.295932658,1.042385786,0.297232854,0.998397877
ENSMUSG00000028673,252.8266005,190.5832833,183.6498485,193.6154716,173.9749612,188.3059913,Fuca1,protein_coding,197.1593594,0.175145217,0.16894406,1.036705382,0.299873183,0.998397877
ENSMUSG00000028719,728.1406095,669.3656778,728.8959824,639.4405706,638.4330023,707.3670658,Cmpk1,protein_coding,685.2738181,0.100448168,0.09692042,1.03639839,0.300016321,0.998397877
ENSMUSG00000028830,440.4801218,496.2137924,520.1511236,442.4283364,473.9046454,424.4202395,AU040320,protein_coding,466.2663765,0.118400167,0.113623431,1.042040069,0.297393102,0.998397877
ENSMUSG00000028914,258.4449694,235.9049177,337.6419574,292.1215887,305.4402033,329.7794045,Casp9,protein_coding,293.2221735,-0.155412058,0.149717527,-1.038035162,0.299253685,0.998397877
ENSMUSG00000028954,224.734756,246.3637564,293.1553482,281.9313007,281.0364757,283.922505,Nub1,protein_coding,268.5240237,-0.148162545,0.143006365,-1.036055603,0.300176203,0.998397877
ENSMUSG00000029331,40.45225608,16.26930467,28.51705721,24.62652928,17.31877441,19.51357423,4930522N08Rik,antisense,24.44958265,0.474432001,0.451069799,1.051792876,0.292894588,0.998397877
ENSMUSG00000029405,1404.592225,1439.833463,1512.544715,1349.363966,1291.823128,1469.37214,G3bp2,protein_coding,1411.254939,0.084940128,0.080103693,1.060377178,0.28897304,0.998397877
ENSMUSG00000029544,56.18368901,70.88768463,74.14434876,76.42715983,94.46604226,70.24886723,Cabp1,protein_coding,73.72629862,-0.265336047,0.255599239,-1.038094041,0.299226276,0.998397877
ENSMUSG00000029705,1237.164832,1199.280173,1185.168898,1261.897328,1248.526192,1320.093297,Cux1,protein_coding,1242.021786,-0.080342959,0.076931152,-1.044348838,0.296324025,0.998397877
ENSMUSG00000029878,47.19429876,45.32163443,59.315479,61.14172786,62.19014449,62.44343754,Dbpht2,protein_coding,56.26778702,-0.290810081,0.28078685,-1.035696939,0.300343551,0.998397877
ENSMUSG00000030556,395.5331706,412.5430827,411.7863062,408.4607098,462.0963901,455.6419583,Lrrc28,protein_coding,424.3436029,-0.120560649,0.11401652,-1.057396317,0.290330752,0.998397877
ENSMUSG00000031486,39.3285823,44.15954124,41.06456239,32.26924526,34.63754883,30.24604006,Gpr124,protein_coding,36.95092001,0.355850747,0.338655485,1.050775085,0.293361901,0.998397877
ENSMUSG00000032114,173.0457621,195.231656,197.3380359,182.5759929,176.3366122,139.5220557,Slc37a4,protein_coding,177.3416858,0.178882997,0.171738303,1.041602216,0.297596141,0.998397877
ENSMUSG00000032192,316.876006,255.6605019,214.4482702,235.2258141,219.6335483,246.846714,Gnb5,protein_coding,248.1151424,0.167098988,0.159431175,1.048094815,0.294594925,0.998397877
ENSMUSG00000032352,71.91512193,60.42884591,67.30025502,92.56178246,84.23222102,63.41911625,Lrrc1,protein_coding,73.3095571,-0.27032411,0.256581588,-1.05356005,0.292084388,0.998397877
ENSMUSG00000032374,153.9433079,144.0995556,141.4446038,170.6873236,188.1448675,141.4734132,Plod2,protein_coding,156.6321786,-0.190324687,0.180186223,-1.056266584,0.290846438,0.998397877
ENSMUSG00000032418,100.0069664,104.5883872,84.41048935,135.0213157,96.82769332,107.3246583,Me1,protein_coding,104.696585,-0.230711901,0.220560489,-1.046025523,0.295549249,0.998397877
ENSMUSG00000032469,125.8514634,154.5583944,176.8057547,145.2116037,162.1667059,222.4547462,Dbr1,protein_coding,164.5081114,-0.209286881,0.199872543,-1.047101707,0.295052672,0.998397877
ENSMUSG00000032512,596.6707772,651.9342799,649.0482222,643.6865239,701.4103638,692.7318852,Wdr48,protein_coding,655.9136754,-0.102948342,0.097252174,-1.058571114,0.289795148,0.998397877
ENSMUSG00000033055,135.9645274,133.6407169,123.1936872,118.0375024,123.593072,98.54354986,Ankrd54,protein_coding,122.162176,0.204148555,0.196225564,1.040376953,0.298164805,0.998397877
ENSMUSG00000033386,17.97878048,25.56605019,10.2661406,11.03947864,16.5315574,7.805429692,Frrs1,protein_coding,14.86457283,0.592774593,0.571858626,1.036575415,0.299933776,0.998397877
ENSMUSG00000034173,187.6535213,202.2042152,216.7296348,225.0355262,232.2290206,218.5520314,Zbed5,protein_coding,213.7339916,-0.156870633,0.150290169,-1.043785061,0.296584845,0.998397877
ENSMUSG00000034201,68.54410059,67.40140506,79.8477602,65.38768119,61.40292747,51.71097171,Gas2l1,protein_coding,65.7158077,0.270774008,0.261180559,1.036731099,0.299861194,0.998397877
ENSMUSG00000034320,291.0315091,241.7153836,222.4330463,309.9545926,227.5057184,314.1685451,Slc26a2,protein_coding,267.8014659,-0.170644219,0.161851426,-1.054326325,0.29173354,0.998397877
ENSMUSG00000034707,710.161829,749.5501079,691.2534669,793.1440809,784.0681508,722.9779252,Gns,protein_coding,741.8592601,-0.097772635,0.093126454,-1.049891102,0.293768183,0.998397877
ENSMUSG00000034818,1510.21756,1574.636273,1492.012433,1519.202099,1432.734974,1374.731304,Celf5,protein_coding,1483.922441,0.080598771,0.076054855,1.059745244,0.289260514,0.998397877
ENSMUSG00000035606,77.53349083,80.18443015,35.36115094,66.23687185,48.02023815,36.10011233,Ky,protein_coding,57.23938238,0.356919838,0.338235027,1.055242093,0.291314617,0.998397877
ENSMUSG00000035764,514.6425913,561.2910111,531.5579465,552.8231228,556.5624323,628.3370902,Fbxo45,protein_coding,557.535699,-0.111154986,0.105056143,-1.058053178,0.290031199,0.998397877
ENSMUSG00000035863,855.1157467,495.0516992,769.9605448,898.4437233,854.1304655,770.7861821,Palm,protein_coding,773.9147269,-0.251191788,0.240513553,-1.044397645,0.296301453,0.998397877
ENSMUSG00000036138,237.0951676,214.9872403,244.1060097,207.2025222,218.8463312,199.0384571,Acaa1a,protein_coding,220.2126214,0.154369875,0.148493564,1.039572834,0.298538404,0.998397877
ENSMUSG00000036904,43.82327742,31.37651615,35.36115094,22.92814795,36.21198287,24.39196779,Fzd8,protein_coding,32.34884052,0.39950822,0.378392988,1.055802387,0.291058508,0.998397877
ENSMUSG00000037373,761.8508229,812.3031402,825.8539769,789.7473182,695.8998447,758.1023588,Ctbp1,protein_coding,773.959577,0.097654587,0.093708017,1.042115609,0.297358083,0.998397877
ENSMUSG00000037386,1600.111463,1795.433979,1671.099553,1525.995625,1561.838565,1697.680958,Rims2,protein_coding,1642.026691,0.08285811,0.078570998,1.054563534,0.291624989,0.998397877
ENSMUSG00000037788,2113.63038,2255.622883,2113.684281,2050.795455,2042.828164,2076.244298,Vopp1,protein_coding,2108.80091,0.071437468,0.067622363,1.056417802,0.290777376,0.998397877
ENSMUSG00000037902,188.7771951,188.2590969,165.3989318,238.6225768,210.9741611,164.8897022,Sirpa,protein_coding,192.8202773,-0.182881071,0.174048588,-1.050747225,0.2933747,0.998397877
ENSMUSG00000038068,11.2367378,8.134652334,15.96955204,16.9838133,16.5315574,19.51357423,Rnf144b,protein_coding,14.72831452,-0.582063378,0.548702507,-1.060799559,0.288781003,0.998397877
ENSMUSG00000038930,132.5935061,140.6132761,136.8818746,112.9423584,118.8697698,125.8625538,Rccd1,protein_coding,127.9605565,0.198282453,0.187264978,1.058833613,0.289675563,0.998397877
ENSMUSG00000039270,2033.849542,2060.391227,2032.695838,2134.016141,2142.017508,2148.444523,Megf9,protein_coding,2091.902463,-0.068403564,0.065406171,-1.045827379,0.295640738,0.998397877
ENSMUSG00000039531,228.1057774,267.2814338,211.0262234,232.6782422,253.4838801,305.3874367,Zufsp,protein_coding,249.6604989,-0.162152157,0.156194941,-1.038139624,0.299205056,0.998397877
