ensembl_id,BR-A-Control,BR-B-Control,BR-C-Control,TH-A-Control,TH-B-Control,TH-C-Control,external_gene_id,gene_biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000070342,167.4273932,221.9597994,174.5243901,133.3229344,87.38108909,81.95701177,Gm10287,lincRNA,144.4287697,0.895266717,0.213553612,4.192234023,2.76E-05,0.002645732
ENSMUSG00000051910,320.2470273,423.0019214,260.0755618,580.8464147,647.8796065,413.6877737,Sox6,protein_coding,440.9563842,-0.713298343,0.170310984,-4.188211036,2.81E-05,0.002674358
ENSMUSG00000025151,4556.497178,4290.44806,4563.869836,3614.155469,3419.67073,3945.644709,Maged1,protein_coding,4065.047664,0.289155271,0.069291158,4.17304718,3.01E-05,0.002839083
ENSMUSG00000008658,3674.413261,3876.742884,3833.833172,3263.439725,3186.654492,3049.971652,Rbfox1,protein_coding,3480.842531,0.2608098,0.062777862,4.154486799,3.26E-05,0.003058544
ENSMUSG00000001334,335.9784603,332.3586525,268.0603378,199.5598062,211.7613781,205.8682081,Fndc5,protein_coding,258.9311405,0.601128769,0.145127481,4.142074019,3.44E-05,0.003201466
ENSMUSG00000030047,16.8551067,41.83535486,20.53228119,67.93525318,96.0404763,58.54072269,Arhgap25,protein_coding,50.28986582,-1.496718588,0.361446602,-4.140912045,3.46E-05,0.003201466
ENSMUSG00000021047,7783.688275,8153.245825,7858.160286,6645.766143,6379.606721,7022.935365,Nova1,protein_coding,7307.233769,0.247419541,0.059967475,4.125895584,3.69E-05,0.003394786
ENSMUSG00000025582,412.3882773,443.9195988,415.208353,542.6328348,562.0729515,654.6804154,Nptx1,protein_coding,505.1504051,-0.467065937,0.113254262,-4.124047343,3.72E-05,0.003399343
ENSMUSG00000022456,6011.654724,5917.378527,6098.087515,5156.285717,4953.9567,5210.124319,3-Sep,protein_coding,5557.914583,0.23490748,0.057043845,4.118016268,3.82E-05,0.003466409
ENSMUSG00000033060,83.15185973,72.04977782,87.83253622,125.6802184,151.1456676,169.7680958,Lmo7,protein_coding,114.9380259,-0.875483838,0.212721419,-4.11563556,3.86E-05,0.003479344
ENSMUSG00000030098,229.2294511,210.3388675,216.7296348,305.7086393,347.9499223,318.0712599,Grip2,protein_coding,271.3379625,-0.566792646,0.13792049,-4.109560847,3.96E-05,0.003548797
ENSMUSG00000023991,1229.299115,1174.876216,1040.302247,954.4903072,856.4921165,676.1453471,Foxp4,protein_coding,988.6008915,0.468285056,0.113992831,4.108022003,3.99E-05,0.00354932
ENSMUSG00000004151,59.55471035,49.9700072,44.48660925,133.3229344,92.10439121,97.56787115,Etv1,protein_coding,79.50108725,-1.068187398,0.260571689,-4.099399292,4.14E-05,0.003660403
ENSMUSG00000038677,834.8896186,890.163384,945.6256172,1101.400292,1110.763214,1219.598389,Scube3,protein_coding,1017.073419,-0.361046483,0.088158569,-4.095421305,4.21E-05,0.003699958
ENSMUSG00000024501,7983.702208,7971.959288,8203.787019,6581.227652,6158.398739,7245.390112,Dpysl3,protein_coding,7357.410836,0.274020138,0.067188983,4.078349237,4.54E-05,0.003931958
ENSMUSG00000026335,261.8159908,266.1193406,302.2808065,367.6995579,388.8852073,459.5446731,Pam,protein_coding,341.057596,-0.548860109,0.134575866,-4.078443813,4.53E-05,0.003931958
ENSMUSG00000066026,37.08123474,55.78047315,36.50183323,14.4362413,10.23382125,14.63518067,Dhrs3,protein_coding,28.11146406,1.724801756,0.423371088,4.073971519,4.62E-05,0.003981445
ENSMUSG00000042105,3680.03163,4041.760117,3769.954964,3209.091522,2967.020944,3294.867009,Inpp5f,protein_coding,3493.787698,0.27936116,0.068609849,4.071735518,4.67E-05,0.003994743
ENSMUSG00000047261,2176.556112,2282.351026,2185.547265,1790.943112,1702.750412,1923.06274,Gap43,protein_coding,2010.201778,0.295486392,0.072928573,4.051723203,5.08E-05,0.004297338
ENSMUSG00000047414,865.2288107,919.2157138,708.3637012,1421.545173,1238.292371,931.7731695,Flrt2,protein_coding,1014.069823,-0.527941794,0.130344591,-4.050354446,5.11E-05,0.004297338
ENSMUSG00000053626,10.11306402,30.21442296,18.25091662,39.06277058,49.59467219,119.0328028,Tll1,protein_coding,44.37810819,-1.822767433,0.449983594,-4.050741974,5.11E-05,0.004297338
ENSMUSG00000067028,229.2294511,364.8972619,272.623067,462.8089123,434.5437944,418.5661672,Cntnap5b,protein_coding,363.778109,-0.603643661,0.149592388,-4.035256545,5.45E-05,0.004555311
ENSMUSG00000056758,53.93634145,34.86279572,80.98844249,110.3947864,118.8697698,130.7409473,Hmga2,protein_coding,88.29884721,-1.082185175,0.26874467,-4.026815394,5.65E-05,0.004693288
ENSMUSG00000022285,2032.725868,2076.660532,2013.304239,1610.0655,1522.477714,1798.175865,Ywhaz,protein_coding,1842.234953,0.313437474,0.078197638,4.008272915,6.12E-05,0.005046801
ENSMUSG00000024598,187.6535213,192.9074696,183.6498485,273.4393941,254.2710971,353.1956936,Fbn2,protein_coding,240.8528373,-0.639554942,0.160093188,-3.99489166,6.47E-05,0.00527692
ENSMUSG00000038331,221.3637347,287.0370181,197.3380359,469.6024376,418.012237,278.0684328,Satb2,protein_coding,311.9036493,-0.726646102,0.18188617,-3.995059665,6.47E-05,0.00527692
ENSMUSG00000019943,4812.6948,5304.955415,5542.57524,4394.56169,4251.759119,4377.870378,Atp2b1,protein_coding,4780.736107,0.265944425,0.066730878,3.985327836,6.74E-05,0.005461539
ENSMUSG00000045776,567.455259,612.4231115,642.2041284,384.6833711,469.9685603,474.1798538,Lrtm1,protein_coding,525.1523807,0.455874887,0.114867914,3.968687779,7.23E-05,0.005822796
ENSMUSG00000074415,2329.375746,2675.138525,2611.021758,1998.994825,1960.957594,2195.277101,2610203C20Rik,processed_transcript,2295.127592,0.307647324,0.077597326,3.964664002,7.35E-05,0.005887259
ENSMUSG00000044365,2351.849222,2350.914525,2501.516259,1951.440148,1964.893679,2063.560475,Cxxc4,protein_coding,2197.362384,0.269122749,0.068298909,3.940366713,8.14E-05,0.006478772
ENSMUSG00000000942,244.9608841,228.9323586,238.4025983,168.9889423,123.593072,160.0113087,Hoxa4,protein_coding,194.148194,0.657343461,0.167291344,3.929333374,8.52E-05,0.006744124
ENSMUSG00000031872,123.6041158,152.234208,110.646182,240.3209581,200.7403398,193.1843849,Bean1,protein_coding,170.1216981,-0.716068913,0.18231498,-3.927647159,8.58E-05,0.006752537
ENSMUSG00000048349,877.5892223,1174.876216,1027.754742,658.9719559,791.940321,811.764688,Pou4f1,protein_coding,890.4828575,0.445159347,0.113669379,3.916264438,8.99E-05,0.006998825
ENSMUSG00000021732,7.865716461,11.62093191,9.125458308,27.17410127,55.89240834,29.27036134,Fgf10,protein_coding,23.49149627,-1.980262831,0.505941025,-3.914019096,9.08E-05,0.007024352
ENSMUSG00000028412,447.2221645,547.3458928,564.6377328,329.4859779,406.2039817,368.8065529,Slc44a1,protein_coding,443.9503838,0.496434784,0.127079852,3.906479093,9.37E-05,0.007206372
ENSMUSG00000032076,1516.959603,1391.025549,1542.202454,1793.490684,1737.387961,2188.44735,Cadm1,protein_coding,1694.918933,-0.360877269,0.092489836,-3.901804629,9.55E-05,0.007265361
ENSMUSG00000039706,244.9608841,281.2265521,288.592619,360.0568419,362.1198287,510.2799661,Ldb2,protein_coding,341.2061153,-0.594474857,0.15232969,-3.902554099,9.52E-05,0.007265361
ENSMUSG00000022048,5309.358611,4984.217695,5308.735371,4396.260072,4130.527698,4594.471052,Dpysl2,protein_coding,4787.26175,0.250253423,0.064493407,3.880294692,0.00010433,0.00789507
ENSMUSG00000005148,17.97878048,19.75558424,17.11023433,52.64982122,47.23302113,49.75961429,Klf5,protein_coding,34.08117595,-1.448144481,0.374032415,-3.871708497,0.000108075,0.008133546
ENSMUSG00000059187,307.8866158,288.1991113,245.246692,195.3138529,199.9531228,133.6679835,Fam19a1,protein_coding,228.3778964,0.664883364,0.172187513,3.861391295,0.000112743,0.008438488
ENSMUSG00000034755,1160.755015,1255.060646,823.5726123,1637.239602,1576.795689,1305.458116,Pcdh11x,protein_coding,1293.146947,-0.481095706,0.124926752,-3.85102227,0.000117626,0.008727177
ENSMUSG00000039372,1492.23878,1468.885793,1448.666506,1208.398316,1232.781852,1170.814454,4-Mar,protein_coding,1336.964283,0.287442441,0.074650584,3.850504937,0.000117875,0.008727177
ENSMUSG00000064345,1457.404893,1408.456947,1446.385142,1129.423584,1083.210618,1255.698502,mt-Nd2,protein_coding,1296.763281,0.315512073,0.082043376,3.84567396,0.000120222,0.008853088
ENSMUSG00000037736,929.2782162,1017.993635,876.0439976,1114.987343,1246.951758,1218.622711,Limch1,protein_coding,1067.312943,-0.342976756,0.08924781,-3.842971128,0.000121554,0.008903326
ENSMUSG00000029245,1745.065381,1730.356761,1695.053881,2046.549502,1992.446275,2282.112506,Epha5,protein_coding,1915.264051,-0.289078908,0.075470298,-3.830366581,0.000127952,0.009322156
ENSMUSG00000028382,1173.115426,1317.813678,1417.868085,1606.668738,1543.732574,1859.643624,Ptbp3,protein_coding,1486.473688,-0.35731444,0.093409327,-3.825254413,0.000130637,0.009467389
ENSMUSG00000026344,332.6074389,505.5105379,433.4592696,192.7662809,218.8463312,109.2760157,Lypd1,protein_coding,298.7443124,1.285365074,0.336628676,3.818346934,0.000134349,0.009685142
ENSMUSG00000031708,1011.306402,1022.642008,965.0172161,842.3971395,739.1967807,789.3240776,Tecr,protein_coding,894.980604,0.339416363,0.08908978,3.809823799,0.000139066,0.009972697
ENSMUSG00000001525,3735.091645,3912.767773,3943.338671,3038.404199,2963.872076,3519.273112,Tubb5,protein_coding,3518.791246,0.284408415,0.074725407,3.806047058,0.000141206,0.010073396
ENSMUSG00000070866,868.599832,957.5647891,773.3825916,724.3596371,645.5179555,565.8936527,Zfp804a,protein_coding,755.8864097,0.423942289,0.111532326,3.801071008,0.000144072,0.010224633
ENSMUSG00000022514,229.2294511,187.0970037,150.5700621,118.8866931,117.2953358,103.4219434,Il1rap,protein_coding,151.0834149,0.737645063,0.194407805,3.794318153,0.00014805,0.010452769
ENSMUSG00000068696,89.89390241,55.78047315,51.33070298,31.4200546,29.1270297,10.73246583,Gpr88,protein_coding,44.71410478,1.453257606,0.383427368,3.790177036,0.00015054,0.010574081
ENSMUSG00000030616,23.59714938,33.70070253,22.81364577,45.00710523,69.27509766,87.81108403,Sytl2,protein_coding,47.03413077,-1.332788037,0.352193408,-3.784250383,0.000154173,0.010773987
ENSMUSG00000022231,1318.069344,1360.811126,1051.70907,972.3233112,1004.488916,674.1939896,Sema5a,protein_coding,1063.599293,0.491126452,0.129946324,3.779456289,0.000157171,0.010913656
ENSMUSG00000047786,24.72082316,33.70070253,19.39159891,101.0536891,42.50971902,64.39479496,Lix1,protein_coding,47.62855461,-1.418084864,0.375301916,-3.778517516,0.000157765,0.010913656
ENSMUSG00000050663,297.7735517,390.463312,277.1857961,444.1267177,481.7768155,447.8365286,Trhde,protein_coding,389.8604536,-0.510005258,0.135559702,-3.762218802,0.000168413,0.011533738
ENSMUSG00000031561,1127.044801,1279.464603,1258.172564,1506.464239,1537.434838,1466.445103,Tenm3,protein_coding,1362.504358,-0.300068211,0.07979002,-3.760723596,0.000169423,0.011545178
ENSMUSG00000036019,1163.002362,1238.791341,1275.282799,1427.489507,1483.116864,1708.413424,Tmtc2,protein_coding,1382.682716,-0.328160425,0.087326364,-3.757861985,0.000171371,0.011620166
ENSMUSG00000031665,130.3461585,103.426294,132.3191455,219.0911915,220.4207653,160.9869874,Sall1,protein_coding,161.0984237,-0.71644956,0.190949984,-3.752027343,0.00017541,0.011835445
ENSMUSG00000042258,669.7095729,813.4652334,874.9033153,1069.131047,921.0439121,1166.911739,Isl1,protein_coding,919.1941366,-0.420075724,0.112277071,-3.741420402,0.000182983,0.012285882
ENSMUSG00000029838,505.6532011,607.7747387,431.1779051,415.2542351,347.1627053,288.8008986,Ptn,protein_coding,432.6372806,0.553095731,0.148059819,3.73562344,0.000187251,0.012511087
ENSMUSG00000022206,10.11306402,30.21442296,18.25091662,50.95143989,70.8495317,43.90554202,Npr3,protein_coding,37.38081953,-1.507605546,0.404864821,-3.723725717,0.000196304,0.013052323
ENSMUSG00000026393,28.0918445,33.70070253,25.09501035,85.76825714,44.87137007,80.00565434,Nek7,protein_coding,49.58880649,-1.274380293,0.342492487,-3.720899993,0.000198514,0.013072341
ENSMUSG00000027520,1697.871082,1979.044704,1541.061772,2001.542397,2224.675295,2499.688859,Zdbf2,protein_coding,1990.647351,-0.365899236,0.098328145,-3.721205524,0.000198274,0.013072341
ENSMUSG00000020205,765.2218443,708.8768463,825.8539769,632.6470453,571.5195557,573.6990824,Phlda1,protein_coding,679.6363918,0.371403542,0.100260537,3.704384132,0.000211905,0.013887378
ENSMUSG00000046668,651.7307925,605.4505523,678.7059617,841.5479488,755.7283381,917.1379888,Cxxc5,protein_coding,741.7169304,-0.375632337,0.101769212,-3.691021362,0.000223355,0.014499045
ENSMUSG00000053519,688.8120272,909.9189682,674.1432325,566.4101734,598.2849343,372.7092678,Kcnip1,protein_coding,635.0464339,0.561301479,0.152026678,3.692124866,0.000222388,0.014499045
ENSMUSG00000090061,1260.761981,1616.471628,1734.977761,1844.442124,1938.915517,2316.261261,Nwd2,protein_coding,1785.305045,-0.402837002,0.109249982,-3.687295819,0.00022665,0.014643503
ENSMUSG00000064351,1052.882332,1084.232947,1117.868643,838.1511861,779.3448487,952.2624224,mt-Co1,protein_coding,970.7903965,0.342747301,0.093260495,3.675160654,0.0002377,0.015285324
ENSMUSG00000005161,1215.81503,1238.791341,1288.970986,989.3071245,948.5965077,1085.930406,Prdx2,protein_coding,1127.901899,0.309271178,0.084226084,3.671916868,0.000240738,0.015338075
ENSMUSG00000020846,76.40981705,85.99489611,44.48660925,129.076981,133.8268932,120.9841602,Fam101b,protein_coding,98.46322615,-0.893275014,0.243273652,-3.6718938,0.00024076,0.015338075
ENSMUSG00000071317,25.84449694,23.24186381,45.62729154,71.33201584,62.97736151,82.93269048,Bves,protein_coding,51.99262002,-1.194506282,0.325633527,-3.668253369,0.000244213,0.015486051
ENSMUSG00000052539,1393.355487,1480.506725,1326.613502,1719.611096,1679.133901,1683.045777,Magi3,protein_coding,1547.044415,-0.274909506,0.074973099,-3.666775283,0.000245628,0.015504024
ENSMUSG00000092094,70.79144815,85.99489611,65.01889045,144.362413,114.9336848,130.7409473,Zfp804b,protein_coding,101.9737133,-0.814043648,0.222101205,-3.665192391,0.000247153,0.015528673
ENSMUSG00000020023,117.9857469,110.3988531,100.3800414,186.8219463,151.9328846,194.1600636,Tmcc3,protein_coding,143.613256,-0.694241602,0.189521574,-3.663127044,0.000249155,0.015582988
ENSMUSG00000021217,1231.546463,1316.651585,1279.845528,1480.988519,1594.90168,1566.940011,Tshz3,protein_coding,1411.812298,-0.278536075,0.076186172,-3.65599254,0.000256189,0.015806388
ENSMUSG00000030350,793.3136888,764.6573194,685.5500554,579.997224,573.0939897,597.1153714,Prmt8,protein_coding,665.6212748,0.358772383,0.098083001,3.657844666,0.000254345,0.015806388
ENSMUSG00000041794,214.621692,342.8174912,255.5128326,177.4808489,187.3576505,149.2788429,Myrip,protein_coding,221.1782264,0.657776819,0.179873836,3.656878818,0.000255305,0.015806388
ENSMUSG00000040907,3335.063779,3265.481866,3176.800174,2815.916244,2730.068621,2808.97901,Atp1a3,protein_coding,3022.051616,0.226972922,0.06211332,3.654174707,0.000258011,0.015847401
ENSMUSG00000086126,247.2082316,219.635613,197.3380359,369.3979392,469.9685603,239.0412843,5730457N03Rik,antisense,290.4316107,-0.702302522,0.192700504,-3.644528729,0.000267882,0.01638028
ENSMUSG00000033066,201.1376066,211.5009607,138.0225569,327.7875966,388.8852073,207.8195655,Gas7,protein_coding,245.8589156,-0.75069424,0.206475618,-3.635752489,0.00027717,0.0168729
ENSMUSG00000027035,5427.344358,5349.114956,5344.096522,4641.676174,4350.161246,4819.852835,Cers6,protein_coding,4988.707682,0.223378285,0.061633719,3.624286971,0.00028976,0.01751757
ENSMUSG00000047787,248.3319054,374.1940074,296.577395,405.0639471,448.7137007,464.4230667,Flrt1,protein_coding,372.8840037,-0.520613519,0.143665507,-3.62378925,0.000290318,0.01751757
ENSMUSG00000020297,2950.767347,2886.639485,3146.001752,2416.796632,2319.928555,2708.484103,Nsg2,protein_coding,2738.102979,0.271712768,0.075232609,3.611635592,0.000304272,0.018273244
ENSMUSG00000028480,168.551067,138.2890897,161.976885,225.8847168,216.4846802,270.2630031,Glipr2,protein_coding,196.9082403,-0.60106008,0.166523905,-3.60945222,0.000306844,0.018273244
ENSMUSG00000054162,362.946631,455.5405307,401.5201656,600.3778,497.5211559,555.1611868,Spock3,protein_coding,478.8445783,-0.438095538,0.121349366,-3.610200464,0.00030596,0.018273244
ENSMUSG00000021136,52.81266767,65.07721867,53.61206756,95.10935446,108.6359486,109.2760157,Smoc1,protein_coding,80.75387877,-0.868370945,0.241935714,-3.589263156,0.000331614,0.019662842
ENSMUSG00000053192,2264.202667,2211.463342,2277.94253,1883.504894,1727.154139,2005.019752,Mllt11,protein_coding,2061.547887,0.267109092,0.074630944,3.579066216,0.000344824,0.020357999
ENSMUSG00000031633,1827.093566,1840.755614,1758.932089,1541.281057,1405.182379,1563.037296,Slc25a4,protein_coding,1656.047,0.267836612,0.075039004,3.569298573,0.000357938,0.021041549
ENSMUSG00000029064,4213.776675,4128.917106,4303.794275,3526.688831,3342.523462,3834.417336,Gnb1,protein_coding,3891.686281,0.241198564,0.067673722,3.564139193,0.000365052,0.021368035
ENSMUSG00000022829,402.2752133,438.1091329,350.1894626,309.105402,295.2063821,235.1385695,Stxbp5l,protein_coding,338.3373604,0.501204996,0.140902206,3.55711249,0.000374954,0.021854212
ENSMUSG00000054263,788.8189936,1024.966194,928.5153829,1209.247507,1295.759213,1053.733008,Lifr,protein_coding,1050.173383,-0.37730555,0.106262764,-3.550684522,0.000384231,0.022300033
ENSMUSG00000037996,97.75961887,134.8028101,68.44093731,58.59415587,49.59467219,40.97850588,Slc24a2,protein_coding,75.02845004,1.008795571,0.284239411,3.5491052,0.000386543,0.022339554
ENSMUSG00000032503,625.8862955,805.3305811,547.5274985,475.5467723,532.1587047,380.5146975,Arpp21,protein_coding,561.1607583,0.508878399,0.143664082,3.542140743,0.000396894,0.022841396
ENSMUSG00000027748,165.1800457,158.0446739,106.0834528,91.7125918,84.23222102,71.22454594,Trpc4,protein_coding,112.7462552,0.793748038,0.224429767,3.536732443,0.00040511,0.023216692
ENSMUSG00000085282,502.2821797,441.5954124,517.869759,656.4243839,626.624747,609.7991947,Gm15663,processed_transcript,559.0992795,-0.372948844,0.105560716,-3.533026841,0.000410831,0.023446454
ENSMUSG00000025393,2540.626417,2400.884532,2508.360353,2065.231697,1897.980232,2234.304249,Atp5b,protein_coding,2274.56458,0.266442777,0.075779329,3.516035035,0.000438043,0.024792882
ENSMUSG00000038418,761.8508229,736.7670828,839.5421644,968.9265485,889.5552313,1248.868751,Egr1,protein_coding,907.5851001,-0.408560431,0.116456486,-3.508266873,0.000451036,0.02542323
ENSMUSG00000020189,1403.468551,1436.347184,1450.947871,1675.453182,1659.453476,1801.102901,Osbpl8,protein_coding,1571.128861,-0.258822091,0.073898488,-3.50240036,0.000461086,0.025883188
ENSMUSG00000058589,1352.903231,1381.728804,1187.450262,1094.606767,1098.954958,927.8704546,Anks1b,protein_coding,1173.91908,0.32813027,0.09378713,3.498670551,0.000467584,0.026140805
ENSMUSG00000036885,83.15185973,119.6955986,108.3648174,178.3300396,164.5283569,157.0842726,Arhgef26,protein_coding,135.1924908,-0.685599793,0.19652258,-3.48865658,0.000485454,0.027029549
ENSMUSG00000026764,7365.681629,7646.573194,7748.654786,6243.249767,6087.549207,7036.594867,Kif5c,protein_coding,7021.383908,0.233259031,0.067012219,3.480843281,0.000499838,0.027717729
ENSMUSG00000040536,97.75961887,103.426294,35.36115094,45.00710523,28.33981268,18.53789552,Necab1,protein_coding,54.7386462,1.358193392,0.390336159,3.479547975,0.00050226,0.027739763
ENSMUSG00000041959,106.7490091,112.7230395,104.9427705,210.5992849,136.1885443,182.451919,S100a10,protein_coding,142.2757612,-0.704336455,0.203033471,-3.469065723,0.000522272,0.028729137
ENSMUSG00000021557,2402.414542,2476.420589,2460.451696,2068.628459,2147.528027,2052.828009,Agtpbp1,protein_coding,2268.045221,0.227077146,0.065578028,3.462701644,0.000534781,0.029299583
ENSMUSG00000039601,2522.647636,2398.560345,2309.881634,2063.533315,1955.447075,2099.660587,Rcan2,protein_coding,2224.955099,0.241475282,0.069935547,3.452826092,0.000554747,0.030272363
ENSMUSG00000056468,338.2258078,302.1442296,352.4708272,230.9798608,207.825293,268.3116457,5730596B20Rik,protein_coding,283.3262773,0.493212343,0.14333088,3.441075246,0.000579407,0.03149263
ENSMUSG00000064368,619.1442528,614.7472978,660.4550451,475.5467723,436.9054455,546.3800784,mt-Nd6,protein_coding,558.8631487,0.379360698,0.110526032,3.432319881,0.000598441,0.032398616
ENSMUSG00000001815,211.2506707,325.3860934,185.931213,571.5053174,686.4532404,381.4903762,Evx2,protein_coding,393.6694852,-1.182787151,0.345373713,-3.424658878,0.000615572,0.032706479
ENSMUSG00000032562,421.3776675,366.059355,465.3983737,561.3150294,546.3286111,538.5746487,Gnai2,protein_coding,483.1756143,-0.393839479,0.114980109,-3.425283577,0.000614158,0.032706479
ENSMUSG00000034390,3491.254435,3302.668848,3355.887293,2979.810043,2826.109098,2935.817243,Cmip,protein_coding,3148.59116,0.215677574,0.063001188,3.423389017,0.000618455,0.032706479
ENSMUSG00000052430,44.9469512,49.9700072,45.62729154,78.12554116,94.46604226,89.76244146,Bmpr1b,protein_coding,67.14971247,-0.901108495,0.262891866,-3.427677359,0.000608769,0.032706479
ENSMUSG00000061143,1413.581615,1537.449291,1392.773074,1193.112884,1192.633784,1226.42814,Maml3,protein_coding,1325.996465,0.26622989,0.077753032,3.424045127,0.000616964,0.032706479
ENSMUSG00000047139,1466.394283,1510.721148,1534.217678,1235.572417,1154.06015,1337.655513,Cd24a,protein_coding,1373.103532,0.276554735,0.080847184,3.420709553,0.00062458,0.032903353
ENSMUSG00000039735,5591.40073,5671.01477,5341.815157,4763.959629,4454.86111,5023.769685,Fnbp1l,protein_coding,5141.136847,0.221704167,0.064835307,3.41949746,0.000627369,0.032923662
ENSMUSG00000048388,2283.305121,2357.887084,2431.934639,2805.725956,2605.688332,2968.990319,Fam171b,protein_coding,2575.588575,-0.244122543,0.071530646,-3.412838518,0.0006429,0.033609942
ENSMUSG00000022053,456.2115547,504.3484447,484.7899726,557.9182668,681.7299383,638.0938773,Ebf2,protein_coding,553.8486757,-0.378078934,0.110827908,-3.411405492,0.000646289,0.033658633
ENSMUSG00000003721,594.4234297,570.5877566,653.6109513,720.1136837,733.6862616,921.0407036,Insig2,protein_coding,698.9104644,-0.383173338,0.112819562,-3.396337751,0.00068294,0.035432703
ENSMUSG00000019124,997.8223167,1253.898553,1015.207237,1401.164597,1416.203417,1278.139112,Scrn1,protein_coding,1227.072539,-0.32696772,0.096305039,-3.395125782,0.000685971,0.035455629
ENSMUSG00000023944,3012.569404,2972.634382,3039.918299,2476.239979,2343.545065,2771.903219,Hsp90ab1,protein_coding,2769.468391,0.25034422,0.07381288,3.39160618,0.000694842,0.035731638
ENSMUSG00000038175,171.9220884,173.1518854,169.961661,121.4342651,120.4442039,73.17590336,Mylip,protein_coding,138.3483345,0.702349254,0.207125112,3.390942063,0.000696528,0.035731638
ENSMUSG00000058914,10.11306402,16.26930467,4.562729154,29.72167327,42.50971902,29.27036134,C1qtnf3,protein_coding,22.07447525,-1.719572914,0.507389142,-3.389061315,0.000701323,0.035843376
ENSMUSG00000062591,2523.77131,2570.550138,2702.276342,2184.11839,2076.678496,2340.653229,Tubb4a,protein_coding,2399.674651,0.240737293,0.071424373,3.370520238,0.000750264,0.038202101
ENSMUSG00000062257,531.497698,753.0363875,629.6566233,545.1804068,447.9264837,383.4417336,Opcml,protein_coding,548.4565555,0.473942235,0.141059738,3.359868965,0.000779794,0.039558685
ENSMUSG00000029121,3367.650319,3481.631199,3497.331897,2933.104556,2730.068621,3142.66113,Crmp1,protein_coding,3192.07462,0.233230689,0.069439476,3.358762224,0.000782924,0.039570886
ENSMUSG00000001985,3184.491493,2881.991113,2745.622269,2521.247084,2571.050784,1951.357423,Grik3,protein_coding,2642.626694,0.322371805,0.096165996,3.352243197,0.000801596,0.040238252
ENSMUSG00000072235,580.9393443,588.0191544,607.9836598,471.300819,416.437803,496.6204641,Tuba1a,protein_coding,526.8835408,0.362108565,0.108024316,3.352102372,0.000802004,0.040238252
ENSMUSG00000020160,1673.150259,1547.90813,1918.627609,1920.869284,2090.061185,2425.537277,Meis1,protein_coding,1929.358957,-0.323910486,0.096795465,-3.34633948,0.000818861,0.040785221
ENSMUSG00000070509,801.1794052,699.5801007,661.5957274,951.0935446,1038.339248,802.0079008,Rgma,protein_coding,825.6326544,-0.369717371,0.110468947,-3.346799076,0.000817504,0.040785221
ENSMUSG00000033981,4629.535974,5028.377236,4586.683482,4146.598016,4110.847272,4079.312693,Gria2,protein_coding,4430.225779,0.207348759,0.062125562,3.337575575,0.000845127,0.041940976
ENSMUSG00000039218,10327.68571,10795.84574,10599.21983,9281.653966,8831.000518,9648.486778,Srrm2,protein_coding,9913.98209,0.192613014,0.057814752,3.33155479,0.000863623,0.04270413
ENSMUSG00000028211,623.638948,657.7447459,668.4398211,754.930501,788.7914529,930.7974908,Trp53inp1,protein_coding,737.3904933,-0.342389492,0.103004786,-3.324015358,0.000887313,0.043717725
ENSMUSG00000040339,465.200945,633.3407889,505.3222538,689.5428198,725.8140914,678.0967045,Fam102b,protein_coding,616.2196006,-0.385328952,0.116071401,-3.319757928,0.000900955,0.044116332
ENSMUSG00000040514,43.82327742,62.75303229,78.70707791,88.31582914,121.2314209,128.7895899,4921511H03Rik,protein_coding,87.27003793,-0.86822791,0.261555214,-3.319482323,0.000901845,0.044116332
ENSMUSG00000020701,143.8302439,184.7728173,203.0414474,109.5455958,110.2103826,123.9111964,Tmem132e,protein_coding,145.8852805,0.630974056,0.190586752,3.310692115,0.000930655,0.045363657
ENSMUSG00000084844,639.3703809,546.1837996,734.5993938,473.8483909,455.7986539,529.7935403,Hoxb3os,antisense,563.2656932,0.397462749,0.120203292,3.306587889,0.000944397,0.045870242
ENSMUSG00000024043,104.5016616,123.1818782,187.0718953,236.9241955,201.5275568,215.6249952,Arhgap28,protein_coding,178.1386971,-0.657124209,0.1990428,-3.301421641,0.000961962,0.046555407
ENSMUSG00000027500,3340.682148,3488.603758,3365.012751,2828.654104,2613.560503,3146.563845,Stmn2,protein_coding,3130.512852,0.247949758,0.075148522,3.299462842,0.000968701,0.046555407
ENSMUSG00000028876,221.3637347,264.9572475,284.0298898,196.1630436,168.464442,171.7194532,Epha10,protein_coding,217.7829685,0.521856537,0.158145524,3.299850181,0.000967365,0.046555407
ENSMUSG00000046182,177.5404573,194.0695628,150.5700621,294.6691607,287.3342119,200.0141359,Gsg1l,protein_coding,217.3662651,-0.585973089,0.177765692,-3.296322714,0.000979594,0.046914341
