ensembl_id,BR-A-Control,BR-A-Mutant,BR-B-Control,BR-B-Mutant,BR-C-Control,BR-C-Mutant,external_gene_id,gene_biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000006418,875,988,898,1037,927,865,Rnf114,protein_coding,925.7350767,-0.000282996,0.070946652,-0.003988856,0.996817362,0.999348475
ENSMUSG00000006423,87,102,81,89,89,89,C330007P06Rik,protein_coding,88.97016931,0.013009038,0.100386113,0.129590019,0.8968908,0.999348475
ENSMUSG00000006435,61,49,50,52,41,53,Neurl1a,protein_coding,50.75589871,-0.024769822,0.094487763,-0.262148463,0.793206985,0.999348475
ENSMUSG00000006442,162,157,175,195,130,158,Srm,protein_coding,161.7495722,0.01620127,0.099611864,0.162643979,0.870798758,0.999348475
ENSMUSG00000006456,902,870,725,965,828,870,Rbm14,protein_coding,854.071737,0.036677969,0.075351398,0.486758966,0.626429153,0.999348475
ENSMUSG00000006463,371,372,359,358,337,340,Zdhhc24,protein_coding,354.4955405,-0.069575087,0.086698559,-0.802494154,0.422267169,0.999348475
ENSMUSG00000006464,530,525,451,543,505,519,Bbs1,protein_coding,509.1355309,-0.000477612,0.080777062,-0.005912723,0.995282357,0.999348475
ENSMUSG00000006471,327,374,356,395,337,311,Ndor1,protein_coding,347.7614188,-0.012416874,0.088885688,-0.139694861,0.888901087,0.999348475
ENSMUSG00000006476,417,413,363,451,355,416,Nsmf,protein_coding,399.6957581,0.059136738,0.08558155,0.690998679,0.489566371,0.999348475
ENSMUSG00000006494,127,206,151,129,93,146,Pdk1,protein_coding,140.88237,0.128325929,0.100307052,1.27933108,0.200780492,0.999348475
ENSMUSG00000006498,222,173,137,214,190,194,Ptbp1,protein_coding,187.0695808,-0.007001518,0.099789862,-0.070162616,0.944064229,0.999348475
ENSMUSG00000006517,139,154,125,163,151,159,Mvd,protein_coding,147.4953869,0.05940973,0.09928496,0.598375923,0.549589127,0.999348475
ENSMUSG00000006526,112,116,84,112,108,125,Tmem110,protein_coding,108.7825143,0.06082775,0.100602916,0.60463208,0.545423486,0.999348475
ENSMUSG00000006527,539,525,453,557,486,513,Sfmbt1,protein_coding,508.9128015,0.011201183,0.081011806,0.138266054,0.890030153,0.999348475
ENSMUSG00000006567,73,96,88,75,66,67,Atp7b,protein_coding,77.07701284,-0.012353096,0.098797986,-0.12503388,0.900496729,0.999348475
ENSMUSG00000006575,594,632,522,788,601,573,Rundc3a,protein_coding,612.8358671,0.089493102,0.084135014,1.063684403,0.287471692,0.999348475
ENSMUSG00000006586,6649,6841,6455,7097,6544,6773,Runx1t1,protein_coding,6690.261322,-0.018873997,0.04723069,-0.399612979,0.689441595,0.999348475
ENSMUSG00000006589,103,109,108,147,94,138,Aprt,protein_coding,115.5217742,0.137866629,0.100600165,1.370441381,0.170549162,0.999348475
ENSMUSG00000006599,293,315,247,312,322,243,Gtf2h1,protein_coding,286.8520541,-0.05736694,0.09429763,-0.608360357,0.542948498,0.999348475
ENSMUSG00000006641,59,101,85,89,93,89,Slc5a6,protein_coding,85.46625462,0.057958198,0.099355487,0.583341696,0.559663299,0.999348475
ENSMUSG00000006651,1254,1392,1273,1419,1313,1298,Aplp1,protein_coding,1317.123548,0.000532391,0.063097267,0.008437623,0.993267831,0.999348475
ENSMUSG00000006673,1454,1422,1279,1700,1513,1522,Qrich1,protein_coding,1472.020621,0.028247044,0.070634313,0.399905418,0.689226182,0.999348475
ENSMUSG00000006675,63,66,46,73,70,63,P4htm,protein_coding,63.00939752,0.029060663,0.097241502,0.298850411,0.765054185,0.999348475
ENSMUSG00000006676,815,775,662,912,738,774,Usp19,protein_coding,773.5927566,0.045167816,0.077794071,0.580607437,0.561505059,0.999348475
ENSMUSG00000006678,137,146,131,105,134,145,Pola1,protein_coding,132.675143,-0.059243931,0.10051706,-0.589391798,0.555598477,0.999348475
ENSMUSG00000006699,1541,1645,1475,1607,1480,1449,Cdc42,protein_coding,1524.062253,-0.029279391,0.061769865,-0.474007687,0.635494425,0.999348475
ENSMUSG00000006711,37,33,43,32,36,44,D130043K22Rik,protein_coding,37.47379172,-0.04834431,0.088864294,-0.54402401,0.586424951,0.999348475
ENSMUSG00000006717,27,40,36,39,41,28,Acot13,protein_coding,34.95502098,-0.01507105,0.087149611,-0.172933072,0.862704035,0.999348475
ENSMUSG00000006720,313,345,321,357,359,367,Zfp184,protein_coding,341.918788,0.008058498,0.088876881,0.09067035,0.927754531,0.999348475
ENSMUSG00000006728,988,1100,964,1201,1159,1017,Cdk4,protein_coding,1064.767517,-0.004240887,0.073884129,-0.057399167,0.954227227,0.999348475
ENSMUSG00000006732,42,35,19,39,31,49,Mettl1,protein_coding,35.52376911,0.076795179,0.085061954,0.902814666,0.366624266,0.999348475
ENSMUSG00000006736,169,140,128,207,157,181,Tspan31,protein_coding,162.3798141,0.067103492,0.100130235,0.670162135,0.502754439,0.999348475
ENSMUSG00000006763,168,208,224,247,260,207,Saal1,protein_coding,217.9673584,-0.045792539,0.09893903,-0.46283594,0.643481968,0.999348475
ENSMUSG00000006782,71,89,91,103,89,103,Cnp,protein_coding,90.44723847,0.061969443,0.100188878,0.618526173,0.536228551,0.999348475
ENSMUSG00000006800,2182,2249,2165,2234,1837,2094,Sulf2,protein_coding,2114.785083,-0.006769061,0.065733936,-0.10297665,0.917981503,0.999348475
ENSMUSG00000006818,643,607,425,635,555,571,Sod2,protein_coding,568.2869631,0.047727661,0.088757826,0.537729046,0.590764123,0.999348475
ENSMUSG00000006850,88,75,65,87,70,85,Tmco6,protein_coding,77.81504563,0.022528959,0.099420835,0.226601994,0.820733242,0.999348475
ENSMUSG00000006920,281,326,234,304,300,340,Ezh1,protein_coding,295.4992273,0.10866932,0.093167895,1.166381616,0.243460188,0.999348475
ENSMUSG00000006931,42,52,27,53,39,40,P3h4,protein_coding,41.66583293,0.093073838,0.090816544,1.024855534,0.305431358,0.999348475
ENSMUSG00000006932,1904,1967,1786,2172,1868,1999,Ctnnb1,protein_coding,1936.817648,0.042393779,0.059089263,0.717453179,0.473094516,0.999348475
ENSMUSG00000006941,502,507,488,553,519,499,Eif1b,protein_coding,508.5917901,-0.040175469,0.079554442,-0.505005982,0.613554635,0.999348475
ENSMUSG00000006958,61,77,62,71,57,56,Chrd,protein_coding,63.49865552,0.031265636,0.097821326,0.319619838,0.749256534,0.999348475
ENSMUSG00000007021,203,214,196,226,183,226,Syngr3,protein_coding,206.6642166,0.064942135,0.095599637,0.679313614,0.496939172,0.999348475
ENSMUSG00000007029,198,208,197,222,159,183,Vars,protein_coding,193.1194282,0.029807917,0.097498999,0.305725361,0.759813762,0.999348475
ENSMUSG00000007033,36,47,32,24,38,41,Hspa1l,protein_coding,36.22296922,-0.002677884,0.086284351,-0.031035572,0.975241171,0.999348475
ENSMUSG00000007036,115,126,134,115,140,121,Abhd16a,protein_coding,124.8694888,-0.106925915,0.100358396,-1.065440652,0.286676569,0.999348475
ENSMUSG00000007038,148,185,164,141,155,155,Neu1,protein_coding,157.3452204,-0.030432111,0.099529852,-0.305758632,0.759788428,0.999348475
ENSMUSG00000007039,525,575,475,685,569,582,Ddah2,protein_coding,563.962653,0.105873445,0.082063122,1.290146445,0.196999816,0.999348475
ENSMUSG00000007041,56,36,77,75,82,64,Clic1,protein_coding,64.97739908,-0.127351369,0.094070994,-1.353779347,0.175806785,0.999348475
ENSMUSG00000007050,127,129,101,121,141,132,Lsm2,protein_coding,124.5708451,-0.022816062,0.100514417,-0.226992927,0.820429242,0.999348475
ENSMUSG00000007080,67,65,65,46,60,49,Pole,protein_coding,58.5891536,-0.128286485,0.096472915,-1.329766859,0.183595098,0.999348475
ENSMUSG00000007207,158,173,155,199,166,194,Stx1a,protein_coding,172.9525601,0.089217998,0.097895392,0.911360544,0.362105436,0.999348475
ENSMUSG00000007216,125,145,145,212,182,140,Zfp775,protein_coding,156.9249108,0.017941498,0.100565426,0.178406221,0.858403964,0.999348475
ENSMUSG00000007279,102,88,104,92,68,92,Scube2,protein_coding,90.63674919,-0.046500183,0.099820022,-0.46584024,0.64132986,0.999348475
ENSMUSG00000007338,322,353,312,354,293,277,Mrpl49,protein_coding,316.3288942,-0.009171141,0.090709093,-0.101104982,0.919467123,0.999348475
ENSMUSG00000007411,1054,1224,1085,1236,1081,1032,Mark3,protein_coding,1111.270955,0.015933493,0.068880618,0.23132042,0.817065884,0.999348475
ENSMUSG00000007415,619,586,551,649,632,551,Gatad1,protein_coding,594.8550386,-0.089353029,0.078726986,-1.134973327,0.256386494,0.999348475
ENSMUSG00000007440,1986,2137,2195,2047,1963,2094,Pcdha11,protein_coding,2061.681081,-0.057241676,0.064687909,-0.884889872,0.376216031,0.999348475
ENSMUSG00000007458,280,292,266,274,315,302,M6pr,protein_coding,287.0549649,-0.057710646,0.092348516,-0.624922292,0.532022061,0.999348475
ENSMUSG00000007476,1015,999,957,1041,939,989,Lrrc8a,protein_coding,984.7729555,-0.033675122,0.06760939,-0.49808351,0.618425183,0.999348475
ENSMUSG00000007564,1278,1316,1203,1378,1153,1276,Ppp2r1a,protein_coding,1259.400937,0.027582266,0.064507874,0.427579836,0.668957049,0.999348475
ENSMUSG00000007570,78,80,76,98,73,91,Fance,protein_coding,82.06046628,0.066305171,0.100021194,0.662911219,0.507387416,0.999348475
ENSMUSG00000007589,124,157,131,189,147,135,Tinf2,protein_coding,145.8243921,0.08841288,0.099932607,0.884725048,0.376304943,0.999348475
ENSMUSG00000007594,27,31,37,36,26,24,Hapln4,protein_coding,29.98807654,-0.019438131,0.084073661,-0.231203571,0.817156656,0.999348475
ENSMUSG00000007610,37,38,38,48,40,44,Gtpbp3,protein_coding,40.56883189,0.023375482,0.091434497,0.255652767,0.79821897,0.999348475
ENSMUSG00000007613,2504,2729,2363,2614,2816,2401,Tgfbr1,protein_coding,2558.256726,-0.075474139,0.064526608,-1.169659182,0.24213815,0.999348475
ENSMUSG00000007646,76,98,91,100,102,89,Rad51c,protein_coding,92.15258044,-0.002176885,0.100330099,-0.021697233,0.982689471,0.999348475
ENSMUSG00000007656,2332,2619,2254,2395,2477,2198,Arpp19,protein_coding,2366.694796,-0.059604265,0.062912983,-0.947408038,0.343430897,0.999348475
ENSMUSG00000007670,668,603,423,757,629,665,Khsrp,protein_coding,618.8405665,0.097936149,0.092641331,1.057153954,0.290441331,0.999348475
ENSMUSG00000007721,168,151,122,220,125,163,Ccdc124,protein_coding,156.4402923,0.141919049,0.100375778,1.413877445,0.157397889,0.999348475
ENSMUSG00000007739,1020,1041,887,1047,1029,1035,Cct4,protein_coding,1004.183626,-0.005125137,0.070644267,-0.072548517,0.942165396,0.999348475
ENSMUSG00000007777,377,385,417,494,416,400,0610009B22Rik,protein_coding,412.3417214,-0.014013393,0.088028637,-0.159191295,0.873518162,0.999348475
ENSMUSG00000007783,211,192,188,236,223,227,Cpt1c,protein_coding,211.6986283,-0.013253104,0.096619408,-0.137168132,0.8908979,0.999348475
ENSMUSG00000007815,152,162,123,149,160,155,Rhoa,protein_coding,149.3211304,0.002758723,0.099593357,0.02769987,0.977901527,0.999348475
ENSMUSG00000007817,3916,3702,3167,4105,3760,3942,Zmiz1,protein_coding,3742.127739,0.018670233,0.06531034,0.285869484,0.774978087,0.999348475
ENSMUSG00000007827,459,483,474,450,368,443,Ankrd26,protein_coding,443.836109,-0.011446514,0.087809809,-0.13035576,0.896284966,0.999348475
ENSMUSG00000007833,37,36,40,50,38,38,Aldh16a1,protein_coding,39.56332354,0.002693713,0.090659833,0.02971231,0.976296494,0.999348475
ENSMUSG00000007836,1816,1837,1810,1904,1815,1781,Hnrnpa0,protein_coding,1818.353819,-0.068438555,0.057815002,-1.183750802,0.236511722,0.999348475
ENSMUSG00000007837,35,19,23,37,35,26,Prrg2,protein_coding,29.02399915,-0.05818129,0.081739083,-0.711792782,0.476593103,0.999348475
ENSMUSG00000007880,3559,3522,3367,4000,3598,3560,Arid1a,protein_coding,3580.106073,-0.020501365,0.055652314,-0.368382982,0.712587685,0.999348475
ENSMUSG00000007891,487,569,551,608,534,507,Ctsd,protein_coding,539.3410073,0.000332934,0.081402749,0.004089964,0.99673669,0.999348475
ENSMUSG00000007892,53,44,29,51,42,50,Rplp1,protein_coding,44.47043396,0.038411817,0.091239837,0.420998305,0.67375632,0.999348475
ENSMUSG00000007908,253,281,309,262,292,263,Hmgcll1,protein_coding,275.9055917,-0.124198368,0.093175969,-1.332944204,0.182550115,0.999348475
ENSMUSG00000007944,65,62,48,96,67,72,Ttc9b,protein_coding,67.61372718,0.094876083,0.097208907,0.976001955,0.329063496,0.999348475
ENSMUSG00000007950,194,173,130,202,190,195,Abhd8,protein_coding,179.4303123,0.031570866,0.099582804,0.317031301,0.751219851,0.999348475
ENSMUSG00000007987,88,95,100,148,92,96,Ift22,protein_coding,102.1654812,0.079242026,0.100206418,0.790787932,0.429067753,0.999348475
ENSMUSG00000008028,61,61,51,48,48,67,1700008O03Rik,protein_coding,55.76022836,0.01585651,0.095386918,0.166233595,0.867973122,0.999348475
ENSMUSG00000008035,159,173,146,216,169,167,Mid1ip1,protein_coding,170.1986938,0.079039056,0.09856513,0.801896737,0.422612694,0.999348475
ENSMUSG00000008136,95,90,84,91,77,74,Fhl2,protein_coding,84.67721097,-0.046573673,0.100110904,-0.465220779,0.64177336,0.999348475
ENSMUSG00000008140,439,358,361,445,353,415,Emc10,protein_coding,392.8574109,-0.011557509,0.089968712,-0.12846143,0.897783819,0.999348475
ENSMUSG00000008167,167,207,116,198,174,165,Fbxw9,protein_coding,169.4785713,0.124750905,0.099830319,1.249629427,0.211434948,0.999348475
ENSMUSG00000008200,1714,1844,1730,1930,1906,1777,Fnbp4,protein_coding,1807.30941,-0.03906072,0.062086143,-0.629137491,0.529259048,0.999348475
ENSMUSG00000008206,451,654,675,519,524,608,Cers4,protein_coding,569.725413,0.009476901,0.094003041,0.100814832,0.919697453,0.999348475
ENSMUSG00000008226,86,103,81,109,106,102,Scrn3,protein_coding,97.15077869,0.050468716,0.100511692,0.502117868,0.615584612,0.999348475
ENSMUSG00000008333,312,362,294,394,351,337,Snrpb2,protein_coding,339.1184506,0.06913316,0.088917359,0.777499033,0.436864404,0.999348475
ENSMUSG00000008348,270,222,209,290,215,261,Ubc,protein_coding,242.7743007,0.038612671,0.096543464,0.399951168,0.689192484,0.999348475
ENSMUSG00000008393,981,1041,947,1274,1072,1036,Carhsp1,protein_coding,1050.797361,0.051364664,0.074127884,0.692919606,0.488360005,0.999348475
ENSMUSG00000008398,77,63,55,49,50,67,Elk3,protein_coding,59.97416601,-0.039101483,0.095466202,-0.409584572,0.682110716,0.999348475
ENSMUSG00000008429,328,366,358,416,367,314,Herpud2,protein_coding,355.9093262,-0.03069245,0.08957093,-0.342660838,0.731853628,0.999348475
ENSMUSG00000008435,288,340,350,379,260,259,Rdh13,protein_coding,310.3398623,0.013515416,0.096138835,0.140582273,0.888199953,0.999348475
ENSMUSG00000008450,86,104,98,103,94,100,Nutf2,protein_coding,96.94431065,0.022607247,0.10057714,0.224775198,0.822154161,0.999348475
ENSMUSG00000008475,384,380,348,391,378,363,Arpc5,protein_coding,372.0452915,-0.049974814,0.085384571,-0.585290922,0.558352118,0.999348475
ENSMUSG00000008489,4228,4377,4237,4090,4030,4301,Elavl2,protein_coding,4192.462718,-0.058000131,0.057353718,-1.011270637,0.311886916,0.999348475
ENSMUSG00000008496,469,547,469,624,543,535,Pou2f2,protein_coding,527.2317299,0.083711848,0.082321041,1.016894918,0.309203421,0.999348475
ENSMUSG00000008575,1291,967,1236,808,665,930,Nfib,protein_coding,981.802413,-0.098522791,0.091979724,-1.071135969,0.284108297,0.999348475
ENSMUSG00000008604,513,567,511,706,496,501,Ubqln4,protein_coding,544.1326553,0.093823184,0.085202751,1.101175533,0.270820268,0.999348475
ENSMUSG00000008682,189,224,132,246,214,189,Rpl10,protein_coding,197.0016619,0.115691258,0.099615535,1.161377671,0.245488346,0.999348475
ENSMUSG00000008683,738,740,698,768,734,778,Rps15a,protein_coding,738.9243605,-0.01681716,0.0735996,-0.22849526,0.819261241,0.999348475
ENSMUSG00000008690,94,97,80,93,75,82,Ncaph2,protein_coding,86.23078788,0.014023741,0.100202244,0.139954364,0.888696048,0.999348475
ENSMUSG00000008730,1817,1713,1515,1872,1747,1661,Hipk1,protein_coding,1710.769131,-0.043537487,0.065865124,-0.661009716,0.508606083,0.999348475
ENSMUSG00000008734,41,41,47,43,48,33,Gprc5b,protein_coding,42.04808912,-0.093973461,0.09195019,-1.022003989,0.306779012,0.999348475
ENSMUSG00000008763,1182,1318,1213,1147,1127,1177,Man1a2,protein_coding,1188.426523,-0.04061887,0.070581025,-0.575492767,0.564958081,0.999348475
ENSMUSG00000008822,210,223,201,222,205,185,Acyp1,protein_coding,206.4575136,-0.04294766,0.095619824,-0.449150166,0.653323334,0.999348475
ENSMUSG00000008855,487,463,407,542,454,455,Hdac5,protein_coding,464.7497239,0.014054318,0.084216701,0.166882784,0.867462279,0.999348475
ENSMUSG00000008859,1185,1379,1221,1360,1264,1153,Rala,protein_coding,1252.583942,-0.011892204,0.068073995,-0.17469526,0.861319092,0.999348475
ENSMUSG00000008892,21,36,20,36,30,30,Vdac3,protein_coding,28.50227094,0.093085582,0.083403017,1.116093701,0.264382028,0.999348475
ENSMUSG00000008958,358,377,234,454,365,322,Vps72,protein_coding,348.0394474,0.10739523,0.097123064,1.105764428,0.268828496,0.999348475
ENSMUSG00000008976,832,925,825,864,865,792,Gabpa,protein_coding,846.0724147,-0.054110904,0.072071502,-0.750794742,0.452776194,0.999348475
ENSMUSG00000009013,253,234,247,343,256,276,Dynll1,protein_coding,266.1889896,0.049839385,0.095625983,0.52119083,0.602233842,0.999348475
ENSMUSG00000009030,510,623,465,592,638,468,Pdcl,protein_coding,545.7139146,-0.02725393,0.090009771,-0.302788575,0.76205099,0.999348475
ENSMUSG00000009073,1041,1027,904,1207,984,1084,Nf2,protein_coding,1033.7376,0.071280535,0.07162802,0.995148752,0.319663923,0.999348475
ENSMUSG00000009079,1191,1221,967,1250,1195,1070,Ewsr1,protein_coding,1141.466583,-0.015242589,0.073909633,-0.206232777,0.836609086,0.999348475
ENSMUSG00000009090,589,611,518,647,528,575,Ap1b1,protein_coding,573.8861909,0.055680472,0.078140705,0.712566795,0.476113865,0.999348475
ENSMUSG00000009112,478,463,431,475,443,449,Bcl2l13,protein_coding,454.1234414,-0.046783085,0.081662018,-0.572886714,0.566721401,0.999348475
ENSMUSG00000009207,989,1236,1030,1001,1057,997,Lnp,protein_coding,1046.223722,-0.020013877,0.076654063,-0.261093493,0.794020409,0.999348475
ENSMUSG00000009216,58,48,68,43,42,51,Fam163b,protein_coding,51.66337357,-0.107145185,0.093725338,-1.143182694,0.252962746,0.999348475
ENSMUSG00000009291,255,203,211,206,232,234,Pttg1ip,protein_coding,222.9401954,-0.136966603,0.096087984,-1.425429039,0.154033219,0.999348475
ENSMUSG00000009292,49,41,56,35,24,43,Trpm2,protein_coding,41.2756172,-0.05215084,0.086899736,-0.600126572,0.548421885,0.999348475
ENSMUSG00000009293,308,321,267,366,309,280,Ube2g2,protein_coding,306.144931,0.021931736,0.09145608,0.239806216,0.810480488,0.999348475
ENSMUSG00000009394,394,443,339,315,235,350,Syn2,protein_coding,343.71031,0.059922935,0.098842193,0.606248534,0.544349728,0.999348475
ENSMUSG00000009406,464,450,377,473,418,401,Elk1,protein_coding,427.678358,-0.018521358,0.085390826,-0.21690103,0.828285475,0.999348475
ENSMUSG00000009418,5037,4881,5037,5398,4880,5019,Nav1,protein_coding,5017.168035,-0.059053722,0.052457369,-1.125746938,0.26027265,0.999348475
ENSMUSG00000009535,1078,1140,957,1227,1129,1013,Rnmt,protein_coding,1083.334498,-0.002169876,0.071793214,-0.030223968,0.975888433,0.999348475
ENSMUSG00000009549,470,450,346,526,393,438,Srp14,protein_coding,433.4084827,0.095245713,0.088790088,1.072706588,0.283402783,0.999348475
ENSMUSG00000009555,146,185,145,194,173,145,Cdk9,protein_coding,163.3419329,0.044256325,0.09920136,0.446126192,0.655506094,0.999348475
ENSMUSG00000009569,613,581,540,591,549,589,Mkl2,protein_coding,574.2392454,-0.03726672,0.078546144,-0.474456395,0.635174486,0.999348475
ENSMUSG00000009575,6071,6410,5855,6424,6029,5761,Cbx5,protein_coding,6057.869204,-0.043723995,0.048984539,-0.892608069,0.372067097,0.999348475
ENSMUSG00000009621,545,592,548,614,517,518,Vav2,protein_coding,552.1258964,0.00051198,0.079034495,0.006477936,0.994831391,0.999348475
ENSMUSG00000009628,155,139,170,125,85,138,Tex15,protein_coding,134.9105573,-0.055182937,0.100046619,-0.551572234,0.581241464,0.999348475
ENSMUSG00000009630,555,560,556,630,551,493,Ppp2cb,protein_coding,554.248062,-0.064734662,0.08043181,-0.804839051,0.420912564,0.999348475
ENSMUSG00000009647,210,219,214,248,226,213,Mcu,protein_coding,220.3939642,-0.021796353,0.094688107,-0.230191029,0.817943333,0.999348475
ENSMUSG00000009681,1249,1317,1341,1539,1183,1365,Bcr,protein_coding,1323.659336,0.055263769,0.069795189,0.791799114,0.428477819,0.999348475
ENSMUSG00000009731,76,76,81,100,103,113,Kcnd1,protein_coding,91.08659008,0.025038623,0.099457436,0.251752143,0.80123265,0.999348475
ENSMUSG00000009733,233,265,235,294,280,276,Tfcp2,protein_coding,262.1807808,0.042657041,0.093437147,0.456531927,0.648007518,0.999348475
ENSMUSG00000009741,1124,1248,1082,1312,1111,1068,Ubp1,protein_coding,1149.338381,0.026741668,0.06816365,0.392315677,0.694824982,0.999348475
ENSMUSG00000009772,107,77,102,105,93,112,Nuak2,protein_coding,99.02586469,-0.061063835,0.100293258,-0.608852833,0.54262199,0.999348475
ENSMUSG00000009828,1975,1922,1908,2073,1950,1864,Ick,protein_coding,1939.028304,-0.082388129,0.057541556,-1.431802243,0.152200425,0.999348475
ENSMUSG00000009863,226,277,215,269,216,250,Sdhb,protein_coding,240.2308491,0.1245215,0.092997092,1.33898272,0.180576298,0.999348475
ENSMUSG00000009894,856,1020,855,1030,947,838,Snap47,protein_coding,917.9817327,0.017495004,0.074454633,0.234975355,0.814227862,0.999348475
ENSMUSG00000009905,248,252,233,276,204,227,Kdsr,protein_coding,238.2795102,0.028506403,0.094557281,0.301472326,0.76305435,0.999348475
ENSMUSG00000009995,309,412,347,371,303,345,Taz,protein_coding,345.3326267,0.099476162,0.089486407,1.111634322,0.266295409,0.999348475
ENSMUSG00000010025,226,215,200,239,195,223,Aldh3a2,protein_coding,214.976806,0.018976981,0.095245462,0.19924289,0.84207275,0.999348475
ENSMUSG00000010047,185,198,184,210,181,199,Hyal2,protein_coding,191.6545169,0.029699003,0.096165566,0.308831993,0.757449331,0.999348475
ENSMUSG00000010054,119,96,109,117,97,108,Tusc2,protein_coding,107.1767829,-0.057081875,0.100605225,-0.567384801,0.570452774,0.999348475
ENSMUSG00000010057,122,138,127,159,120,115,Nprl2,protein_coding,129.1374592,0.032053551,0.100238614,0.319772493,0.749140801,0.999348475
ENSMUSG00000010067,48,44,34,64,50,37,Rassf1,protein_coding,45.71469105,0.010001711,0.091216585,0.109647942,0.912688588,0.999348475
ENSMUSG00000010086,137,151,149,172,158,177,Rnf112,protein_coding,156.4583817,0.044256236,0.099198097,0.446139963,0.655496147,0.999348475
ENSMUSG00000010095,327,435,344,389,341,344,Slc3a2,protein_coding,360.6590874,0.080336795,0.08848196,0.907945474,0.36390703,0.999348475
ENSMUSG00000010097,983,1044,916,1098,1033,957,Nxf1,protein_coding,999.0338686,-0.014967858,0.069296079,-0.215998635,0.828988812,0.999348475
ENSMUSG00000010110,560,598,566,695,636,617,Stx5a,protein_coding,608.2600122,0.015398052,0.079697653,0.193205846,0.846797761,0.999348475
ENSMUSG00000010154,98,147,125,138,96,126,Spire2,protein_coding,120.6333922,0.13820517,0.100543254,1.374584219,0.169260384,0.999348475
ENSMUSG00000010205,773,746,612,867,777,751,Raver1,protein_coding,749.0523652,0.026021905,0.080657178,0.322623549,0.746980357,0.999348475
ENSMUSG00000010277,1512,1492,1464,1660,1520,1552,2610507B11Rik,protein_coding,1525.158761,-0.027671253,0.062444128,-0.443136183,0.657667235,0.999348475
ENSMUSG00000010290,591,699,580,741,658,576,AI597479,protein_coding,636.0858731,0.032895251,0.080743344,0.407405104,0.683710479,0.999348475
ENSMUSG00000010392,429,446,402,502,442,407,Gosr1,protein_coding,435.1005219,-0.006247318,0.08407832,-0.074303556,0.940768848,0.999348475
ENSMUSG00000010406,141,107,93,162,100,125,Mrpl52,protein_coding,120.1937534,0.066579274,0.100416783,0.66302935,0.507311757,0.999348475
ENSMUSG00000010453,487,487,411,491,461,527,Kansl3,protein_coding,474.5823562,0.041389033,0.0841879,0.491626863,0.622983149,0.999348475
ENSMUSG00000010476,3622,3769,3727,3925,3767,3755,Ebf3,protein_coding,3742.656759,-0.04980802,0.052865065,-0.942172676,0.346104241,0.999348475
ENSMUSG00000010517,842,977,925,1011,957,913,Faf1,protein_coding,932.238462,-0.005839785,0.071779935,-0.081356785,0.935158216,0.999348475
ENSMUSG00000010554,1178,1231,1001,1256,1037,1122,Mettl16,protein_coding,1129.286495,0.060452016,0.068907356,0.877294086,0.380326924,0.999348475
ENSMUSG00000010607,78,97,62,90,71,71,Pigyl,protein_coding,77.4094289,0.081208556,0.099394164,0.817035452,0.413908169,0.999348475
ENSMUSG00000010608,2178,2306,2242,2456,2332,2209,Rbm25,protein_coding,2275.15907,-0.046653804,0.05788498,-0.805974257,0.420257693,0.999348475
ENSMUSG00000010609,33,27,27,36,26,25,Psen2,protein_coding,28.79073173,-0.014738521,0.083888717,-0.175691344,0.860536436,0.999348475
ENSMUSG00000010660,59,82,68,77,71,80,Plcd1,protein_coding,72.34209255,0.072834928,0.099159994,0.734519287,0.46263231,0.999348475
ENSMUSG00000010663,1467,1512,1415,1560,1380,1435,Fads1,protein_coding,1453.153067,-0.014367157,0.061183317,-0.234821479,0.814347296,0.999348475
ENSMUSG00000010721,527,551,519,560,479,465,Lmbr1,protein_coding,513.7619508,-0.040273972,0.081433949,-0.494559972,0.620910763,0.999348475
ENSMUSG00000010755,197,281,170,211,179,171,Cars,protein_coding,199.6055988,0.104139581,0.099514944,1.046471782,0.295343266,0.999348475
ENSMUSG00000010803,30,56,39,37,23,39,Gabra1,protein_coding,36.97108076,0.10451093,0.086902367,1.202624675,0.229121595,0.999348475
ENSMUSG00000010911,114,121,139,120,148,122,Apip,protein_coding,127.0891414,-0.127975475,0.100387184,-1.274818857,0.202373365,0.999348475
ENSMUSG00000010914,434,460,415,493,366,399,Pdhx,protein_coding,424.6655635,0.04238224,0.086040566,0.492584394,0.622306277,0.999348475
ENSMUSG00000010936,377,430,364,486,413,428,Vac14,protein_coding,413.2103136,0.094293301,0.084909305,1.110517874,0.26677593,0.999348475
ENSMUSG00000011096,121,132,94,142,133,138,Akt1s1,protein_coding,125.7050247,0.07818223,0.100469052,0.778172262,0.436467467,0.999348475
ENSMUSG00000011114,152,185,155,194,144,148,Tbrg1,protein_coding,161.620054,0.07451396,0.098792852,0.754244448,0.450702453,0.999348475
ENSMUSG00000011158,206,221,193,213,171,200,Brf1,protein_coding,199.3468676,0.036783005,0.09639264,0.381595574,0.702761367,0.999348475
ENSMUSG00000011179,134,141,141,163,103,170,Odc1,protein_coding,140.9651287,0.124119274,0.100338258,1.237008456,0.216083943,0.999348475
ENSMUSG00000011254,107,132,104,149,111,101,Thg1l,protein_coding,116.2142573,0.074563814,0.100581983,0.741323763,0.458497157,0.999348475
ENSMUSG00000011256,1455,1462,1625,1682,1598,1592,Adam19,protein_coding,1562.243312,-0.06834189,0.068888696,-0.992062466,0.321167055,0.999348475
